director,weighted_average_vote,weighted_us_voters_rating,weighted_non_us_voters_rating,movies
Gowtam Tinnanuri,8.5,6.635644937586685,7.226100506427736,1
Gorô Miyazaki,7.4,7.082875264270614,7.296825878497299,1
Gopi Puthran,7.4,6.380285520054384,6.725316455696202,1
Giuseppe Tornatore,7.8,7.3707040733746965,7.763322621210004,1
Giulio Ricciarelli,7.3,6.537931034482758,7.092665543605028,1
Giorgio Serafini,4.7,5.416262261228704,4.823214285714285,1
Hannah Fidell,5.6,5.730491518051327,5.535106196243637,1
Hans Herbots,7.2,6.1862241256245545,6.866511007338225,1
Gilles Lellouche,7.0,6.053274050121262,6.678065470686148,1
Hitesh Kewalya,5.8,5.806043956043956,5.631645569620253,1
Hideo Nakata,5.5,5.752052711606691,5.5320718409236695,1
Hiro Murai,6.7,6.377158999192897,6.373470928769192,1
Hiroshi Hamazaki,7.8,6.46892880904857,7.093203883495145,1
Hiroyuki Okiura,7.3,6.451583189407024,6.928425452856478,1
Hiroyuki Seshita,6.7,6.140071985602879,6.390502793296089,1
Hiroyuki Yamashita,7.9,6.485245901639344,7.117079568638881,1
Holger Tappe,4.9,5.585400959561344,4.995016251354279,1
Hans Weingartner,7.5,6.173692679002414,7.003036996134733,1
Honey Trehan,7.3,6.453055051421658,6.836715911843061,1
Hong Khaou,7.2,6.40828258221681,6.760359049005337,1
Hossein Amini,6.2,6.204122722914669,6.172065478518353,1
Houda Benyamina,7.4,6.384967320261438,7.084951816160119,1
Howard J. Ford,5.7,5.9668544912164405,5.7,1
Hsiao-Hsien Hou,6.3,6.229874106839061,6.147556114956997,1
Hideaki Anno,6.7,6.837934046735095,6.416291723344146,1
Henry Saine,5.5,5.848007681228998,5.466934404283802,1
Henry Jacobson,6.0,5.984393063583815,5.840863394441159,1
Henry Hobson,5.6,5.729529012254541,5.509340992947551,1
Henry Alex Rubin,7.5,7.225134063884356,7.455675941886235,1
Henrik Ruben Genz,5.5,5.694458438287153,5.523247704289202,1
Heitor Dhalia,5.9,5.9,5.890713655569485,1
Hayden Schlossberg,6.7,6.572058119112247,6.690604241245501,1
Hayato Date,7.7,6.322413793103449,6.867311072056239,1
Hayao Miyazaki,7.8,7.587543329978754,7.641580254125896,1
Hattie Dalton,7.5,6.3417115499700785,7.030755864465682,1
Hatem Khraiche,5.9,5.937733499377336,5.776700838769805,1
Hasraf Dulull,4.8,5.398007968127491,5.089855072463768,1
Harshavardhan Kulkarni,7.0,6.080000000000001,6.534146341463414,1
Harry Baweja,7.9,5.815021459227468,6.517394923012899,1
Harish Shankar,7.0,6.007793273174734,6.3751255310930866,1
Haoling Li,6.6,6.013876967095851,6.249216300940439,1
Gillian Robespierre,6.8,6.755741488747837,6.515627636636355,1
Gilles Bourdos,6.5,6.234883720930233,6.292099792099792,1
Joey Soloway,5.7,5.834952813701503,5.7,1
Fumihiko Sori,5.2,5.621199143468951,5.295165588123335,1
François Girard,6.7,6.067680608365018,6.404305283757338,1
Fred Durst,4.2,4.8444168734491315,4.909771895240778,1
Fred Schepisi,6.6,6.32397476340694,6.450224663005492,1
Fred Wolf,3.9,4.9152215799614645,4.435239050484788,1
Fredrik Bond,6.4,6.3702141466580136,6.258062486894526,1
Fritz Böhm,5.5,5.775103266992114,5.448582995951417,1
Gabe Ibáñez,6.1,6.067876646321876,5.990204721324322,1
Galen T. Chu,5.7,5.661576354679803,5.603980891719744,1
Gabe Torres,6.1,5.964119124506638,6.044994499449945,1
Gabor Csupo,4.6,5.988491048593351,4.975298532923917,1
Gabriela Cowperthwaite,7.1,6.897744710532435,6.866296410572868,1
Gabriele Mainetti,7.1,6.044381223328592,6.8280423280423275,1
Gaby Dellal,5.9,5.735849056603774,5.843946188340807,1
Gail Mancuso,7.5,6.900998003992016,7.173514521715961,1
Frant Gwo,6.0,5.971469329529245,5.791776315789473,1
Frank Miller,6.5,6.277563383441778,6.489658471004938,1
Franck Gastambide,4.7,5.640000000000001,4.8164502164502165,1
Franck Ekinci,7.3,6.543434343434344,6.929886652787416,1
Francis Lee,7.7,7.198886414253898,7.434437086092715,1
Francis Ford Coppola,4.8,5.156795329224781,4.935236664162284,1
Francis Annan,6.8,6.2432212028542295,6.578522837706512,1
Francesco Cinquemani,4.7,5.430372492836677,4.940557275541796,1
Francesca Gregorini,6.0,6.006976744186046,5.864266571377524,1
Florin Serban,7.1,6.098496240601504,6.843448781381712,1
Florian Gallenberger,7.1,6.685958904109588,6.942857142857143,1
Fisher Stevens,6.5,6.341547813888241,6.473034919778886,1
Ferzan Ozpetek,7.3,6.332755170113409,7.021322215604527,1
Fernando Lebrija,5.2,5.7207184092366905,5.302976995940459,1
Fernando Coimbra,6.3,6.166131191432395,6.234167215273206,1
Fergal Reilly,6.3,5.9885922883869505,6.184871864693958,1
Feo Aladag,7.5,6.23048128342246,7.11439588688946,1
Galder Gaztelu-Urrutia,7.0,6.712066438690767,6.880157745919937,1
Galt Niederhoffer,5.1,5.323508267433501,5.17843137254902,1
Giles New,6.8,6.492097160451591,6.52049901274457,1
Gerard McMurray,5.2,5.199230960059538,5.128235294117647,1
Geoffrey Sax,6.5,6.305139005897219,6.102110817941952,1
George C. Wolfe,7.3,6.87995799579958,7.078335631438073,1
George Hickenlooper,6.2,6.199623588456712,6.154849196315695,1
George Ratliff,5.2,5.655136540962289,5.265425971877584,1
Gerard Barrett,6.6,6.301455989410987,6.396814136463305,1
Gerard Johnstone,6.8,6.839696881375692,6.543760544897831,1
Gerardo Naranjo,6.5,6.30625262274444,6.286896105994507,1
Garth Jennings,7.1,6.937641723356009,7.071091104319814,1
Geremy Jasper,6.8,6.598832968636033,6.457634512845371,1
Geun-seop Jeong,7.5,6.310600706713781,6.9753185111166625,1
Gia Coppola,6.2,6.060807368214775,6.162135554714124,1
Giddens Ko,7.6,6.48144519289651,7.152844744455159,1
Gideon Raff,6.6,6.438988580750408,6.41876523151909,1
Gil Kenan,4.9,5.091093117408907,4.933597916929151,1
Geoffrey Orthwein,5.0,5.40125313283208,5.167825461520019,1
Geoffrey Fletcher,6.1,6.0368686868686865,5.958018471872376,1
Geoff Moore,6.3,6.175505757858699,6.229890161252628,1
Gene Stupnitsky,6.7,6.6302528334786395,6.55345228859581,1
Gee Malik Linton,4.3,4.838617580766341,4.503163546655058,1
Gayatri,8.6,7.699699899966655,8.047335423197492,1
Gautham Menon,7.3,6.078399378399379,6.511021069692058,1
Gastón Duprat,7.5,6.312255257432923,7.12344232959167,1
Gary Winick,6.5,6.453757225433526,6.384276023181635,1
Gary Shore,6.3,6.4645871451336845,6.0948715976255485,1
Gary Rydstrom,5.8,5.7075654356400145,5.7,1
Gary McKendry,6.4,6.273929479241348,6.390126243035476,1
Gary Fleder,6.5,6.545414847161571,6.386436211440087,1
Gary Entin,6.5,6.256526005888126,6.110844892812106,1
Gary Eck,5.9,5.7314021039409635,5.890343762070298,1
Gary Dauberman,5.9,6.07154645041969,5.795135476966483,1
Gary Alazraki,7.3,6.398664886515354,6.900479233226838,1
Hugh Welchman,7.8,7.282894982279425,7.707704478530304,1
Hugo Gélin,7.4,6.328686327077748,7.167230935192101,1
Hugo Lilja,6.2,6.075280898876405,6.061992823626829,1
Jemaine Clement,7.7,7.712979756343318,7.572470151848846,1
Jeff Renfroe,5.3,5.4776759359950296,5.220982836040119,1
Jeff Tomsic,6.5,6.560034256351699,6.3838060426595105,1
Jeff Zimbalist,7.2,6.484615384615385,6.934299917149959,1
Jeffrey Blitz,5.8,5.9809849781327245,5.7,1
Jeffrey G. Hunt,3.6,4.918329938900204,4.184307178631052,1
Jeffrey Nachmanoff,5.5,5.5150483202945235,5.421213406873144,1
Jen McGowan,5.8,5.952358265840877,5.700000000000001,1
Jeremy Dyson,6.4,6.199497487437187,6.261550785004806,1
Jennifer Fox,7.2,6.8937563280458996,7.0083801737353095,1
Jennifer Kaytin Robinson,6.2,6.246390168970815,5.956191588785047,1
Jennifer Lynch,6.4,6.395261772448084,6.237933174718113,1
Jennifer Westfeldt,6.1,6.25768986672308,6.081252343457067,1
Jenny Gage,5.4,5.535538086202223,5.251588939331407,1
Jenée LaMarque,6.3,6.1477295660948545,6.194976369683178,1
Jeff Newitt,6.7,6.583788495061011,6.660530470476792,1
Jeff Fowler,6.5,6.439491730536506,6.3747502074090105,1
Jeff Chan,6.1,6.131050333256723,5.979029777715644,1
Jeetu Arora,5.9,5.575488454706927,4.024015748031497,1
Jean-Stéphane Sauvaire,6.9,6.5301775147929,6.697244278374591,1
Jean-Pierre Jeunet,7.1,6.4759409242496435,6.881159155315842,1
Jean-Pierre Améris,6.9,6.552589641434263,6.651230727616987,1
Jean-Luc Godard,5.9,5.9,5.7746257295102765,1
Jean-Loup Felicioli,6.9,6.552657172629385,6.7214551406040774,1
Jean-Baptiste Léonetti,5.6,5.725628140703518,5.534013605442177,1
Jean Becker,7.2,6.464401294498382,6.834294932624786,1
Je-kyu Kang,7.7,6.843772241992883,7.294484643833413,1
Jayson Thiessen,6.1,6.113345776948203,5.825871015567087,1
Jay Baruchel,5.8,5.967564060979565,5.700000000000001,1
Javier Mariscal,7.2,6.523076923076923,6.958531873792659,1
Javier Fesser,7.3,6.155118110236221,6.919730941704036,1
Jason Zada,4.8,4.954018482217866,4.852832403874376,1
Jeremiah S. Chechik,6.1,5.9,5.9486213392704235,1
Jeremy Gardner,6.4,6.269496734537072,6.187492968310519,1
Hwan-kyung Lee,8.2,6.892988929889299,7.783251946680744,1
Joe Dante,5.4,5.77183908045977,5.3702617249253475,1
Jim Loach,7.1,6.351436031331593,6.76801043395779,1
Jing Wu,6.0,5.943534726143422,5.8460916442048525,1
Joann Sfar,7.0,6.251219512195123,6.739464882943144,1
Joanna Hogg,6.5,6.201823226317876,6.3169755204758635,1
Jocelyn Moorhouse,7.1,6.7876857749469215,6.948233982399554,1
Joe Berlinger,6.6,6.531115922062586,6.5689537410742,1
Joe Ksander,6.6,6.3211155378486055,6.378787878787879,1
Jeremy Garelick,6.6,6.441713619584224,6.570868129733928,1
Joe Miale,5.2,5.702736948808921,5.298716683119447,1
Joe Nussbaum,5.4,5.3994301994302,5.34920049200492,1
Joe Penna,6.8,6.713398022019034,6.746170785417176,1
Joe Talbot,7.4,7.148506151142356,6.804641350210971,1
Joel Hopkins,5.8,5.798231827111985,5.7,1
Joey Kuhn,6.5,6.202724177071509,6.171689497716896,1
Jim Kohlberg,7.5,6.919455564451562,7.056565656565657,1
Jim Hosking,5.7,5.845065344749887,5.62556890820762,1
Jim Cummings,7.1,6.759668081821691,6.713316739265713,1
Jill Culton,7.0,6.664982373678027,6.793000445831476,1
Jianxin Huang,2.9,4.8025839793281655,3.6986309184255557,1
Ji-hoon Kim,6.6,6.21249238269348,6.199713876967096,1
Jessy Terrero,4.7,5.165955594253374,4.77979731938542,1
Jessie Nelson,5.8,5.751374261494991,5.7,1
Jesse Zwick,6.4,6.1426435877262,6.150931677018633,1
Jesse Holland,4.8,5.370635994587279,4.793462469733656,1
Jerusha Hess,6.3,6.373015873015873,6.056014954915328,1
Jerry Jameson,5.4,5.748957298907646,5.324595066035386,1
Jericca Cleland,5.6,5.663265306122449,5.539832702648875,1
Jeremy Rush,6.4,6.3109640831758025,6.233318515225606,1
Jeremy Power Regimbal,5.3,5.594695481335953,5.33598041881969,1
Jeremy Lovering,5.4,5.670140365801787,5.45307855626327,1
Jeremy Gillespie,5.8,6.070264644662504,5.7,1
Jason Winer,5.7,5.626028110359187,5.7,1
Jason Stone,5.8,5.9,5.779943842759727,1
Jason Reisig,6.6,6.386621315192744,6.533407325194228,1
Jackie van Beek,5.9,6.046514575411914,5.84175888177053,1
J.V.V. Sathyanarayana,7.7,6.661447562776957,7.2805145713937325,1
Jabbar Raisani,4.8,5.5634475597092425,4.871672017782169,1
Jack Perez,6.4,6.244897959183673,6.149510910458992,1
Jack Plotnick,4.9,5.4820306204673654,5.055460551884959,1
Jackie Chan,6.1,5.9,5.975802548798193,1
Jackie Earle Haley,5.8,5.952830188679245,5.7,1
Jackson Stewart,5.2,5.519138056975894,5.250986016493367,1
Jason Orley,7.0,6.56726986624705,6.268599033816424,1
Jaco Van Dormael,7.1,6.6085532302092815,7.019461542886728,1
Jacob Estes,6.1,6.03449066491975,6.024670433145009,1
Jacob Gentry,5.5,5.664271047227926,5.532658393207055,1
Jacob Tierney,5.8,6.024585218702866,5.7,1
Jacob Vaughan,5.6,5.836337209302325,5.624172105390379,1
Jafar Panahi,7.3,6.631163505894413,7.119433472520031,1
J.D. Dillard,5.9,6.026090169992609,5.7,1
J Blakeson,5.2,5.357159188339525,5.114353380221042,1
Ivan Sen,6.6,6.180851063829788,6.401762114537444,1
Ivan Kavanagh,5.9,6.038118811881188,5.7,1
Israel Horovitz,6.4,6.168946395563771,6.193371245779279,1
Isao Takahata,8.0,7.56656346749226,7.878094026607304,1
Ilya Naishuller,6.7,6.537877174298899,6.6750049990002,1
Ildikó Enyedi,7.6,6.783983572895277,7.458788554440728,1
Il-gon Song,7.8,6.527444794952681,7.255851654452588,1
Icíar Bollaín,7.4,6.767622259696458,7.204170026494643,1
Ibra Ake,5.4,5.590697674418605,5.303292894280762,1
Ian Samuels,5.8,5.9,5.792145157489592,1
Ian Nelms,6.6,6.401046337817638,6.350913156913903,1
Iain Softley,5.5,5.616919739696313,5.479850944902848,1
Hüdaverdi Yavuz,1.4,2.995114006514658,1.5310256566518374,1
Hèctor Hernández Vicens,3.4,4.486484137331595,3.8367926638335943,1
Hyeong-Joon Kim,7.5,6.485923217550274,7.0,1
Jagan Shakti,6.5,6.185553582001184,6.1455200823892895,1
Jake Goldberger,6.9,6.372016895459345,6.525343320848938,1
Jake Paltrow,5.9,5.961464354527939,5.782671980592618,1
Jameson Brooks,6.8,6.384443200895355,6.461791329204383,1
Jason Krawczyk,6.4,6.409834284161913,6.235663735792408,1
Jason Hall,6.5,6.45505205143907,6.2730734360834095,1
Jason Cabell,5.4,5.696735905044511,5.412549240292628,1
Jason Bourque,5.3,5.608582326764146,5.402590407796871,1
Jarrad Paul,5.0,5.426683937823834,5.119311402761207,1
Jared Moshe,6.3,6.239696312364426,5.9677248677248675,1
Jared Hess,5.8,5.9,5.7,1
Janus Metz,6.9,6.633943427620632,6.822088040514219,1
Jannicke Systad Jacobsen,6.3,6.209592861126604,6.212790697674418,1
Jan-Ole Gerster,7.4,6.468088467614534,7.232479306267245,1
Jamie Travis,6.0,6.226308032424466,5.7863331966653,1
Jamie M. Dagg,6.2,6.070912220309811,6.014784831700043,1
Jamie Linden,6.1,6.141995359628771,6.067455862012855,1
Jamie Bradshaw,4.7,5.066451381413707,4.891424196018377,1
James Ward Byrkit,7.2,7.089436979078075,7.073452166492841,1
Jake Scott,7.0,6.688538803129626,6.910536095244649,1
James Vanderbilt,6.8,6.506295399515739,6.6878923766816145,1
James Strong,7.4,6.392869770182675,7.164868603042877,1
James Simone,7.7,7.174041593585567,7.476197302404378,1
James Schamus,6.7,6.573842139595564,6.534819953749587,1
James Rolfe,5.6,5.843591979075851,5.550761421319796,1
James Rabbitts,5.4,5.750753768844221,5.38458447874815,1
James Nguyen,1.8,2.471800753727675,2.1240286298568507,1
James Napier Robertson,7.5,6.389726918075422,6.983843329253366,1
James Mather,6.1,6.087370548118211,5.994203682593659,1
James L. Brooks,5.4,5.365302568567698,5.315739356260329,1
James Keach,6.0,5.753248136315229,5.973776223776224,1
James Griffiths,6.2,6.101671583087513,6.154845118757338,1
James Cox,5.6,5.6669449081803,5.618345257750871,1
Jalil Lespert,6.3,6.011320754716981,6.130196844897389,1
Özcan Deniz,5.0,5.796057347670251,4.9311258278145695,1
