director,weighted_average_vote,weighted_us_voters_rating,weighted_non_us_voters_rating,movies
Sanaa Hamri,5.9,5.9,5.7,1
Matthew Butler-Hart,5.8,5.666524129505192,5.564871878040869,1
Zhangke Jia,7.1,6.60612151667428,6.900256812669425,1
Matt Spicer,6.6,6.678542510121456,6.447253906507549,1
Ziad Doueiri,7.7,6.800393528640139,7.449843652282676,1
Sarah Daggar-Nickson,5.7,5.9,5.55941770647653,1
Matt Ross,7.9,7.686159376872379,7.775930404483822,1
Matt Duffer,6.4,6.322064056939502,6.2442896935933145,1
Sandra Nettelbeck,6.8,6.327039627039627,6.5708010335917315,1
Sandy Collora,5.8,6.0141999141999145,5.776308931532812,1
Matt Piedmont,5.5,5.649019607843138,5.429078220412911,1
Matt Palmer,6.8,6.442765273311897,6.608692476260044,1
Matt Osterman,4.4,5.16242774566474,4.628551336146273,1
Matt Kugelman,5.9,5.94502473886751,5.628710881424059,1
Sarah Adina Smith,6.1,6.066071428571429,5.928605425987625,1
Matt Hullum,5.6,5.7115241635687735,5.467009157918249,1
Zoe Lister-Jones,6.6,6.340449438202247,6.239668076797917,1
Michael Carney,6.6,6.376669802445908,6.183817171093268,1
Michael Chaves,5.3,5.405801445953095,5.235607463324313,1
Michael Corrente,6.2,5.993048128342246,6.007235621521335,1
Wei Li,5.8,5.815008625646923,5.776905311778291,1
Miguel Ángel Vivas,5.9,5.9,5.788784208165096,1
Wayne Blair,7.0,6.80996099609961,6.742911375834534,1
Wayne Kramer,5.9,5.96292176492399,5.868389442073653,1
Miguel Sapochnik,6.3,6.182278929647351,6.289941998860093,1
Miguel Gomes,7.4,6.249381912817177,7.0862310815799185,1
Wayne Roberts,6.7,6.293814432989691,6.512756882512602,1
Mick Jackson,6.7,6.555102040816327,6.504458598726115,1
Michel Hazanavicius,7.9,7.941585535465925,7.881647702626047,1
Wayne Thornley,5.8,5.730250990752973,5.700000000000001,1
Wen Jiang,7.3,6.498175182481751,7.018260257087515,1
Warwick Thornton,6.9,6.2865944095835715,6.651655629139073,1
Werner Herzog,5.7,5.789928057553958,5.617196904557179,1
Michel Franco,7.1,6.186733238231099,6.7965098634294385,1
Scott Frank,6.5,6.55059985885674,6.485631409738312,1
Scott Foley,5.4,5.760170848905499,5.407238605898124,1
Sam Esmail,6.8,6.485637727759915,6.585452462772051,1
Michael Zimbalist,7.2,6.484615384615385,6.934299917149959,1
Sam Fell,7.0,7.123677567075677,6.872696866965485,1
Scott Coffey,6.1,6.128349653689993,6.052957779607198,1
Michael Thelin,5.4,5.616686114352392,5.361349693251533,1
Saket Chaudhary,7.8,6.9834394904458605,7.461421925325063,1
Mike Ahern,6.4,6.212403100775194,6.218605856439492,1
Michael Cristofer,5.4,5.657790927021697,5.418203309692672,1
Mike Mendez,5.3,5.779333597778659,5.241643059490085,1
Mikkel Brænne Sandemose,5.9,5.947616553169199,5.780453479280688,1
Mike White,6.5,6.249488260084286,6.401368511897424,1
Vittorio Taviani,7.3,6.320293911826452,6.987438952920492,1
Vivek Agnihotri,7.8,6.402606310013717,6.8,1
Mike Rohl,6.0,5.965905216501875,5.874651457541192,1
Mike P. Nelson,5.7,5.9,5.5432152117545375,1
Vysakh,6.8,6.4370370370370384,6.1235387045813585,1
Scott Mosier,6.3,6.16491638404865,6.167409724938079,1
Wagner Moura,3.1,4.909661835748793,3.2167456048807903,1
Wally Pfister,6.3,5.995296773586681,6.1952156314888,1
Mike Binder,6.6,6.48302142663412,6.348942598187311,1
Mike McCoy,6.5,6.648260250937783,6.2794696321642425,1
Walt Becker,5.0,5.124628450106158,5.038336503544873,1
Sajid Nadiadwala,5.3,5.42246603970742,5.2642095800693465,1
Mike Gunther,4.4,4.832152117545377,4.404563447606244,1
Walter Hill,5.7,5.725510204081633,5.603861451133336,1
Scott McGehee,7.4,7.088602864853644,7.287536385287114,1
Mike Disa,4.7,5.054086751254057,4.938504155124654,1
Walter Salles,6.1,5.817979144192736,6.082734061380411,1
Warren Beatty,5.7,5.9,5.620661157024793,1
Michael Taverna,2.5,4.360926485397784,3.4315866084425037,1
Sam Hargrave,6.7,6.736561640938888,6.582879643896593,1
Will Becher,6.9,6.333333333333334,6.586033845555339,1
Xavier Beauvois,7.2,6.796764917325664,7.060296172115116,1
Michael Greenspan,5.3,5.619760479041916,5.249780963759458,1
Michael Grandage,6.6,6.362389680923286,6.413466738777718,1
Michael Gracey,7.6,7.547637528491345,7.377549457225114,1
Won-Tae Lee,6.9,6.216473000683527,6.544067007910655,1
Michael Goldbach,6.4,6.179626843213963,6.21638795986622,1
Michael Goi,4.7,5.0849855630413865,5.078611297164546,1
Saul Dibb,7.0,6.586310643098909,6.801437371663244,1
Michael Fimognari,6.0,6.108116385911179,5.875402779485919,1
Michael Engler,7.4,7.446799831199887,7.093790271188841,1
Michael Dudok de Wit,7.5,7.0679179044018365,7.393295393917838,1
Will Canon,5.3,5.575932441942294,5.268898994074686,1
Xavier Legrand,7.5,6.598597194388777,7.142857142857142,1
Xiaogang Feng,7.5,6.767063673843335,7.208360337005833,1
Sam Miller,5.6,5.741536863966771,5.4398883127243725,1
Michael David Pate,1.3,5.407637655417407,2.9368120085775553,1
Yaron Zilberman,7.1,6.763865546218487,6.931304976503193,1
Michael Damian,6.4,6.071297884505432,6.081516587677726,1
Sam Raimi,6.3,6.385688115411037,6.194191382334832,1
Yasemin Samdereli,7.2,6.093288590604027,6.8371385655276,1
Yash Chopra,6.7,6.096229678312003,6.456133135932445,1
Scot Armstrong,5.6,5.781732733959951,5.549813200498132,1
William Oldroyd,6.8,6.590880989180834,6.6949880668257755,1
William Monahan,6.2,6.143074003795068,6.183849607545464,1
Scott Aukerman,6.1,6.21873222267371,5.974059662775616,1
Will Finn,5.1,5.312244897959184,5.295483326298016,1
Will Slocombe,6.0,6.01285403050109,5.8691119691119695,1
Michael Schwartz,7.6,7.613065722156631,7.403132063287051,1
Michael Petroni,5.9,5.9,5.870387918270655,1
Michael Pearce,6.8,6.437892791127542,6.616544362908606,1
Scott Beck,6.3,6.4022040124328905,6.049031600407748,1
Michael Pavone,7.0,6.559471365638766,6.814709236031927,1
Michael Patrick King,4.5,4.354195011337868,4.333943508304037,1
Michael Noer,7.2,6.786697692456855,7.038720126061455,1
Will Wernick,4.2,5.363829787234042,4.406630893062475,1
William Bindley,5.6,5.66123301985371,5.542725913266396,1
Michael Morrissey,6.8,6.649458253664755,6.515020347761746,1
William Friedkin,6.7,6.82373398413667,6.577911942276542,1
Michael Mohan,5.8,5.8381388253241795,5.700000000000001,1
Michael Mann,5.4,5.462476571285768,5.411438157694068,1
Michael M. Scott,5.2,5.3954305799648505,5.2887941751021135,1
Sam Levinson,5.9,5.971156619555812,5.869660194174758,1
Michael Lembeck,5.0,4.937379792681404,5.034088142196251,1
Michael Lander,6.2,6.177750611246943,6.127060539752006,1
Tomasz Mandes,3.3,4.254524758110415,3.3196873679763415,1
Tom Ford,7.5,7.339024390243903,7.482577048164782,1
Olatunde Osunsanmi,5.4,5.672637030643073,5.315821172110262,1
Pushkar,8.6,7.699699899966655,8.047335423197492,1
R.S. Prasanna,6.9,6.258151476251605,6.530788056779246,1
R.J. Cutler,6.7,6.542903752039152,6.58012367491166,1
R.D. Braunstein,5.2,5.541157556270097,5.194191522762951,1
Steven Hoban,5.7,5.9,5.62210433244916,1
Steven Kostanski,5.8,6.070264644662504,5.7,1
Quinn Lasher,5.2,5.562812089356111,5.2743679163034,1
Robert Lorenz,6.8,6.736691052335397,6.759448499594485,1
Steven S. DeKnight,5.6,5.623346303501946,5.504495897493538,1
Pål Sletaune,5.7,5.835501355013551,5.7,1
Steven Shainberg,4.8,5.4636785162287484,5.0292409577177795,1
Stig Svendsen,5.3,5.640500240500241,5.325062531265633,1
Punit Malhotra,2.3,4.236983669548511,3.370569226945066,1
Prosit Roy,6.6,6.122835719154738,6.219199719199719,1
Shonali Bose,7.5,6.284228416043508,6.660819554277498,1
Robert Olsen,6.2,6.13974358974359,5.915086328898953,1
Shoaib Mansoor,8.2,6.28641425389755,7.577124183006536,1
Steven Silver,7.0,6.3933122458201534,6.813298865431567,1
Stewart Hendler,4.6,4.981596147230822,4.637425561154375,1
Priyadarshan,5.7,5.76764705882353,5.472341451651796,1
Prithviraj Sukumaran,7.5,6.381360201511335,6.575458973398276,1
Steven Gomez,5.7,5.9,5.613410218586562,1
R.T. Neason,6.0,5.857480314960631,5.631897926634769,1
RZA,5.4,5.5371367561043545,5.312778736182992,1
Raaj Shaandilyaa,7.0,6.348341232227488,6.6141495950452605,1
Stevan Mena,5.1,5.537717908082409,5.077304964539008,1
Rajesh Krishnan,7.7,6.496103896103897,6.904517633343049,1
Steve Antin,6.4,6.271062721551037,6.283512859969224,1
Sian Heder,6.7,6.458381153729991,6.584951679705476,1
Rajat Kapoor,8.0,6.445286750164799,7.45028618152085,1
Raja Menon,8.0,7.044625939235544,7.568464320947056,1
Robert Hall,4.9,6.509478447249346,4.66657223796034,1
Raj Nidimoru,6.6,6.121689785624213,6.364704887535938,1
Raj Mehta,7.0,6.304132231404958,6.547648543243863,1
Robert Heath,5.6,5.780775444264943,5.536968576709796,1
Robert Kouba,3.8,4.901477501678979,4.036193029490617,1
Rahul Dholakia,6.8,6.7805705166566925,6.425987602923489,1
Rahi Anil Barve,8.3,7.189814814814815,7.817314487632509,1
Shree Narayan Singh,7.2,6.597066219614417,6.798761609907121,1
Steve Saint Leger,6.1,6.087370548118211,5.994203682593659,1
Ragnar Bragason,7.1,6.130769230769232,6.703804966962862,1
Radu Jude,7.6,6.264345403899721,7.204907465169473,1
Radhika Rao,7.3,6.38236092265943,6.556554092730395,1
Steven Caple Jr.,7.1,7.204247315505095,6.966588706982961,1
Prashanth Neel,8.2,7.2863148204970845,7.446450304259635,1
Prakash Jha,7.1,6.30880195599022,6.845989811633693,1
Ole Bornedal,5.9,5.990437942245172,5.796311868407464,1
Phil Dornfeld,5.1,5.6947368421052635,5.157303370786517,1
Stéphane Brizé,6.8,6.1382352941176475,6.475280898876405,1
Phil Morrison,5.6,5.682815356489945,5.625106703489831,1
Stéphane Foenkinos,6.6,6.210244988864143,6.497084048027444,1
Stéphane Rybojad,6.4,6.088059701492538,6.246433354164807,1
Robert Smigel,5.1,5.454798761609907,5.090020576131686,1
Phil Johnston,7.1,7.033887940058399,6.971755094946334,1
Sudha Kongara,7.6,6.342480211081794,7.120253164556963,1
Robert Stromberg,7.0,6.972443509193847,6.891317120467718,1
Sujeeth,5.2,5.403524672708963,5.0226620484908455,1
Phil Claydon,5.1,5.627689787001639,5.203784570596797,1
Pradeep Sarkar,7.3,6.393702177751619,6.923604201216142,1
Sunao Katabuchi,7.8,6.690909090909091,7.270354457572502,1
Phil Alden Robinson,5.7,5.825484199796126,5.608831581736289,1
Sung-hee Jo,7.3,6.421090473337328,6.777107414716663,1
Sung-su Kim,6.7,6.371020019065777,6.364842034127387,1
Robin Aubert,5.9,6.0005964214711724,5.858376690946931,1
Shin'ichirô Ushijima,7.9,6.318914845516202,7.007547169811321,1
Petter Næss,7.2,6.745136459062282,6.985592874070441,1
Peter Weir,7.3,7.192249672900792,7.275429598120363,1
Robin Bissell,7.1,6.739170506912443,6.659239842726082,1
Phil Traill,6.3,6.170842751049403,6.164372238848511,1
Stéphane Berla,7.0,6.333106575963719,6.579743795036029,1
Phil Volken,6.2,5.973015873015873,6.083963796704572,1
Philip Martin,5.8,5.83960396039604,5.7,1
Stiles White,4.5,4.502301175875584,4.465169440545418,1
Stobe Harju,6.3,5.9,6.008508691674291,1
Shlomi Elkabetz,7.7,6.606428988895383,7.240968556346109,1
Stuart Blumberg,6.4,6.374660538959683,6.258603560093833,1
Stuart Hazeldine,6.3,6.47410071942446,5.9741490736751395,1
Plan B,7.1,6.1617021276595745,6.907903402854006,1
Shivam Nair,6.3,5.949510910458992,5.9659068052296345,1
Pieter Kuijpers,7.1,6.193028659953525,6.761181026137463,1
Pierre Salvadori,6.5,5.985781618224666,6.361567745284651,1
Stuart Murdoch,6.4,6.20486965076242,6.185779554540263,1
Shirish Kunder,4.9,5.2715415019762855,4.856217719507351,1
Phyllida Lloyd,6.4,6.2703286106371925,6.387864077669903,1
Shira Piven,5.9,6.062149886449659,5.788580564120132,1
Stuart Ortiz,6.1,6.258881578947368,5.987927079560546,1
Philippe Le Guay,7.1,6.468429938097918,6.818688981868898,1
Stuart Zicherman,5.6,5.825335697998479,5.614522218995063,1
Shintaro Shimosawa,5.3,5.480336403684421,5.348157958102576,1
Stéphane Aubier,7.9,7.240518256772674,7.603994773193952,1
Philip Seymour Hoffman,6.4,6.232943534914802,6.271700879765397,1
Rakesh Roshan,5.2,5.571549893842887,5.175681130171544,1
Stephen Susco,5.9,5.824378352023404,5.970791549021517,1
Rakeysh Omprakash Mehra,8.2,7.106531204644412,7.8889586250181045,1
Srdjan Spasojevic,5.1,5.472769611410276,5.022769410922812,1
Richard Schenkman,5.3,5.614937759336099,5.379776625448743,1
Richard Raaphorst,5.3,5.714242193450114,5.303669914990669,1
Richard Phelan,6.9,6.333333333333334,6.586033845555339,1
Sotiris Tsafoulias,7.9,6.144520547945206,7.232054281703323,1
Rob Savage,6.7,6.35730447614363,6.337226277372263,1
Spencer Susser,7.0,6.898924928788018,6.9540181097906055,1
Rob Thomas,6.8,7.073982163629314,6.562875881697809,1
Spike Jonze,8.0,7.965696363814565,7.890389571811741,1
Srdjan Dragojevic,7.3,6.08176197836167,7.016041206769684,1
Sreenu Vaitla,7.4,6.222951929587001,6.710918390037802,1
Rakshit Shetty,8.4,6.197068403908796,7.190710767065447,1
Richard J. Lewis,7.3,6.990196946227042,7.200336364768905,1
Richard Glatzer,7.5,7.3843345622786085,7.372492354492646,1
Srikanth Addala,7.5,6.0426458504519305,6.6078168180023695,1
Richard Eyre,6.7,6.227857522594364,6.45079575596817,1
Stacy Title,4.2,4.497702165267344,4.459780871947044,1
Richard Curtis,7.8,7.731211759168748,7.685229823939502,1
Richard Berry,6.7,6.261620977353994,6.656565173956479,1
Stanley M. Brooks,5.6,5.782987551867221,5.488365243004419,1
Richard Bates Jr.,6.1,6.2938428874734615,5.973794549266247,1
Simon Barrett,6.0,6.256517012718773,5.887368952886194,1
Sophia Takal,3.2,4.298311174991017,3.8513809275664412,1
Richard Stanley,6.2,6.293299189073838,6.0670537846964825,1
Sooraj R. Barjatya,4.5,5.145219228737455,4.647996947729874,1
Simon Verhoeven,5.3,5.301308505284348,5.246485682409818,1
Simon Kinberg,5.8,5.711606987406419,5.700000000000001,1
Rob Hedden,5.4,5.708071472581639,5.3847816871555745,1
Rob Greenberg,6.0,5.815482272797647,5.884754935589603,1
Simon Wells,5.4,5.264406083025071,5.517746228926352,1
Simon Kaijser,5.6,5.75552099533437,5.617838030681412,1
Rob Burnett,7.3,7.2037419861311,7.139209726443769,1
Siu-Tung Ching,5.8,5.9,5.78142299832807,1
Slavisa Ivanovic,7.3,6.366230186078567,6.480415667466027,1
Simon J. Smith,6.7,6.5139308988073275,6.575339763261727,1
Simon Groß,7.6,6.197665937272065,6.856418075963404,1
Sngmoo Lee,6.3,6.2322263639444255,6.167061923583663,1
Sofìa Carrillo,4.5,5.0760576621748665,4.800364298724954,1
Richie Smyth,7.2,6.920184481823114,7.099578228559952,1
Sohail Khan,5.1,5.433496332518338,5.033689839572192,1
Richie Mehta,6.1,6.117101051668953,5.927901946647441,1
Richie Keen,5.6,5.727555800496004,5.512691965985532,1
Richard Starzak,7.3,7.112368168744008,7.217072665077226,1
Soi Cheang,6.7,6.30221238938053,6.442732184203756,1
Robbie Pickering,5.9,6.0982015609094,5.783271997323519,1
Stanley Tong,5.2,5.595703787450538,5.222324159021406,1
Steeve Léonard,6.2,6.154280510018214,6.128764781307878,1
Ravi Udyawar,7.3,6.425729600952948,6.763380620341428,1
Stephen Fingleton,6.4,6.28932584269663,6.317061611374408,1
Ratnaa Sinha,7.6,6.747442326980943,6.854377880184332,1
Stephen Hopkins,7.1,6.86232917409388,7.007755155827897,1
Raoul Peck,6.6,6.008454810495627,6.36215644820296,1
Stephen J. Anderson,7.2,7.16,6.872059836630253,1
Robert D. Krzykowski,5.7,5.9,5.542707666026051,1
Sid Bennett,4.6,5.532229450029568,4.8183868400106125,1
Randy Moore,5.1,5.445595729191944,5.166706358656823,1
Stephen Milburn Anderson,6.0,5.952130205840115,5.9568655643422,1
Randall Miller,6.6,6.2387096774193544,6.4071979434447295,1
Stephen S. Campanelli,5.5,5.69295706705258,5.523304591004428,1
Rambod Javan,6.7,6.012987012987013,6.400509134471399,1
Ramaa Mosley,6.4,6.421383005868845,6.226936190940088,1
Ram Madhvani,7.7,6.749882794186592,7.277695442756577,1
Ram Kumar,8.7,7.484758364312267,7.946979865771812,1
Ram,9.0,7.936116430486404,7.755011655011654,1
Ralph Ziman,4.4,5.22840790842872,4.668906455862977,1
Stephen Sommers,6.8,6.899248946693533,6.651800260278595,1
Ralf Huettner,7.0,6.079655455291222,6.713214206926979,1
Stephen Elliott,4.8,5.192408699220353,4.94502094747019,1
Stephen E. Rivkin,4.3,4.284079331322024,4.421706824291607,1
Stefan Ruzowitzky,6.3,6.239786241156104,6.177298524404087,1
Raymond De Felitta,6.3,6.2812613926358,6.208897661706651,1
Simon Aboud,6.9,6.512628487518356,6.57746307910176,1
Robert Ben Garant,4.9,5.4806684733514,4.826477249330862,1
Ribhu Dasgupta,7.3,6.418750000000001,6.834244495064541,1
Stefon Bristol,5.1,5.684842883548983,5.23504388926401,1
Rhys Thomas,5.6,5.9,5.479323109465891,1
Stella Meghie,6.4,6.211971830985916,6.25028173682466,1
Stephan Elliott,5.7,5.85998800239952,5.6112676056338024,1
Stephan Lacant,7.6,6.940167949615116,7.290013999066729,1
Siddique,4.6,5.235386119257087,4.627402059666631,1
Reginald Hudlin,7.2,6.9876394466755904,6.933373006427042,1
Stephan Rick,5.9,5.652525252525253,5.402432778489116,1
Stephanie Laing,6.4,6.1346072186836516,6.152471108925498,1
Robert Carlyle,6.3,5.925205684367988,6.1518884226117,1
Siddharth Malhotra,7.5,6.580775532495904,7.023727312970341,1
Reed Morano,5.2,5.5331002331002335,5.233481646273637,1
Stephen Cognetti,6.4,6.328178694158076,6.0489882210812445,1
Rebecca Thomas,6.8,6.470262140094542,6.397061496516208,1
Rebecca Miller,6.2,6.095251396648045,6.144976339826125,1
Raúl Arévalo,6.8,6.202390438247011,6.6324447829398325,1
Suzanne Coote,3.2,3.767205750224618,3.51147237642083,1
Peter Webber,6.5,6.321215733015495,6.392545332437878,1
Peter Sullivan,4.3,4.825796910943148,4.497712187544132,1
Tim Smit,4.8,5.419369369369369,4.99629225736096,1
Panna Rittikrai,5.0,5.31813361611877,4.999576798605926,1
Ronit Elkabetz,7.7,6.606428988895383,7.240968556346109,1
Pankaj Kapur,4.7,5.622816679779701,4.8610108303249095,1
Tim Hunter,4.6,5.461421319796955,4.82849712565015,1
Paddy Considine,7.6,6.971306087453558,7.509897092995684,1
Tim Johnson,6.6,6.355606854301696,6.4787092481703255,1
Paco León,6.5,5.951871192341166,6.296282149223326,1
Tim Kirkby,5.1,5.291923451183911,5.230747439529309,1
Serra Yilmaz,6.9,5.96993699369937,6.595199390398781,1
Sermiyan Midyat,6.5,5.888809946714032,6.240764331210191,1
Ron Clements,7.6,7.7468546334368265,7.4812874251497,1
Ronnie Del Carmen,8.1,8.164232952336521,8.089364200786163,1
Timothy Reckart,6.2,6.137728194726167,5.829303640862495,1
Paco Arango,6.3,6.154775604142693,5.974882702533625,1
Sergio Pablos,8.2,7.717666039257866,8.02361310035329,1
Roschdy Zem,7.0,6.007746478873241,6.721149721149721,1
Tina Gordon,5.4,5.689100089100089,5.339625802848366,1
Pablo Berger,7.5,6.8504409171075835,7.2527132847918665,1
Toa Fraser,6.2,6.066429207479965,6.149166327775519,1
Rose Bosch,7.1,6.316198563030699,6.7932569974554715,1
Tim Hill,5.4,5.39196811771919,5.419493177387914,1
Ron Shelton,4.5,5.156352555086732,4.778898280384728,1
Tim Heidecker,5.4,5.660132291040289,5.190372586347566,1
Tim Garrick,4.4,5.025,4.5873563218390805,1
Thomas Bezucha,5.8,5.733344448149383,5.605128205128205,1
Patricia Rozema,5.8,5.823331777881474,5.789465922258507,1
Patrice Laliberté,5.9,5.6467134652201665,5.922560660815694,1
Thomas Cailley,6.6,6.068892261001518,6.387835926449787,1
Thomas Carter,6.7,6.512909260991581,6.379626843213964,1
Thomas Kail,8.7,8.51072319201995,8.212496149502002,1
Parmeet Sethi,6.0,5.9,5.851148021494871,1
Parasuram,7.7,6.7210675752413405,6.7893073731248,1
Thomas Lennon,4.9,5.4806684733514,4.826477249330862,1
Ron Krauss,6.5,6.226147426981919,6.144155844155844,1
Thorbjørn Christoffersen,6.6,6.038562091503268,6.500464499004645,1
Thurop Van Orman,6.4,6.099665551839465,6.319475440009203,1
Tigmanshu Dhulia,8.2,6.985714285714286,7.928301616826442,1
Paolo Taviani,7.3,6.320293911826452,6.987438952920492,1
Seth Barrish,6.8,6.7997451301656655,6.346065037521647,1
Tim Allen,5.5,5.738504155124653,5.5469263256687,1
Tim Fehlbaum,5.8,5.961389961389962,5.787549800796812,1
Tim Gagliardo,8.8,9.160056657223798,7.248094612352169,1
Pantelis Voulgaris,7.8,6.144884488448845,7.314338575393154,1
Ozer Feyzioglu,8.5,6.03641404805915,7.565744140073427,1
Ozan Açiktan,7.7,6.341419261404779,7.4997997997998,1
Roshan Andrews,8.0,6.388284202569918,7.136111111111112,1
Tolga Örnek,7.6,6.229152067274002,7.355154099943671,1
Semih Kaplanoglu,7.2,6.098519095869057,6.933995389253415,1
Tom Brady,3.2,3.727240773286468,3.700801282051282,1
Tom Dey,4.3,4.512129380053908,4.3886080724255,1
Olivier Marchal,7.0,6.236690647482014,6.69657569079505,1
Olivier Dahan,5.7,5.66260162601626,5.7,1
Tom Elkins,5.3,5.385528756957329,5.261804697156984,1
Olivia Wilde,7.2,7.3049068086724995,6.958783805205923,1
Olivia Milch,5.1,5.578787878787879,5.284729064039409,1
Simon Rumley,6.4,6.294323144104803,6.150709131624782,1
Tom Gormican,6.1,6.084085302777114,6.090805443177638,1
Tom Green,4.3,5.009508329947176,4.535452404978137,1
Oliver Parker,6.3,6.164710034113633,6.192730233504899,1
Oliver Kienle,6.4,5.941521394611728,6.187878787878788,1
Tom Hanks,6.1,6.08278088678433,5.990996398559424,1
Roy Andersson,7.0,6.557504520795661,6.787387387387388,1
Oliver Daly,5.3,5.600240288346015,5.228232528318017,1
Ruairi Robinson,5.5,5.6543084721216506,5.414656309541257,1
Ruben Alves,7.2,6.058219178082192,6.983830523130134,1
Sebastián Cordero,6.4,6.448542024013722,6.380559875583204,1
Om Raut,7.6,6.646710219318712,6.836296854398192,1
Omid Nooshin,5.7,5.9,5.62402113860197,1
Todd Berger,6.4,6.439853580416381,6.18545246277205,1
Roxann Dawson,6.2,6.089217134416544,5.767637540453074,1
Todd Burrows,5.5,7.194598205764459,5.064239577216677,1
Owen Harris,6.0,5.8583090379008755,6.031914893617021,1
Ross Duffer,6.4,6.322064056939502,6.2442896935933145,1
Sergio G. Sánchez,6.7,6.354299754299754,6.521417969091068,1
Sergio Castellitto,7.4,6.373407056345446,7.128418230563003,1
Sergey Mokritskiy,7.1,6.422033898305084,6.782535965205755,1
Otto Bathurst,5.3,5.3751314800901575,5.220208552259317,1
Osman Sinav,7.6,6.03873873873874,7.03416149068323,1
Orson Welles,6.8,6.47428693060877,6.414611872146119,1
Todd Graff,5.7,5.750709939148073,5.500637370010065,1
Todd Lincoln,4.1,4.31416442327604,4.265374677002583,1
Todd Louiso,6.2,6.122773593265397,5.996292455276121,1
Oren Uziel,6.2,6.161878453038675,6.113329866527995,1
Oren Peli,4.2,4.864772326156018,4.4136447799458765,1
Ross Patterson,5.0,6.023547400611621,4.684881708020773,1
Sergei Bodrov,5.5,5.54914004914005,5.408787088837468,1
Todd Wilderman,7.0,6.664982373678027,6.793000445831476,1
Onur Tukel,5.8,5.853763440860215,5.7708029197080295,1
Omung Kumar,6.8,6.145214979195561,6.405573558003888,1
Thiagarajan Kumararaja,8.4,6.702287166454893,7.502260675411666,1
Patrick Lussier,5.4,5.621042295012976,5.4054765512331375,1
Suzi Ewing,5.0,5.557927876359473,5.165876777251185,1
Takashi Shimizu,4.8,5.2463803255975066,4.905683419445749,1
Rodrigo García,6.7,6.534093737038573,6.536445166301815,1
Peter Glanz,5.4,5.530061349693252,5.445004500450045,1
Rodrigo Grande,7.1,6.328791773778921,6.816461951150642,1
Takahiro Ômori,7.9,6.724918743228603,7.4578690127077225,1
Peter Foott,7.1,6.355583126550869,6.79559748427673,1
Sheree Folkson,6.2,6.323425544437905,5.865433805737989,1
Takanori Tsujimoto,6.3,6.0970573313039065,6.116638879626542,1
Peter Bogdanovich,6.1,5.969888587774768,6.071198156682027,1
Peter Billingsley,5.5,5.6681378730559056,5.476962544894818,1
Takashi Yamazaki,6.1,6.185553582001184,5.857885870709624,1
Patrick Vollrath,6.3,6.100760833608998,6.215492957746479,1
Peter Atencio,6.2,6.356132654851729,6.077124556788287,1
Peter Askin,5.2,5.575685172171469,5.2099303774276295,1
Shay Modaressi,7.0,6.641340782122906,6.721932037394272,1
Takeshi Nozue,6.8,6.397999244998112,6.602752115141496,1
Tamara Jenkins,7.2,6.852858511657617,7.009014514896869,1
Pete Travis,7.1,7.261739225492607,6.989464300186401,1
Pete Docter,8.1,8.164232952336521,8.089364200786163,1
Perry Blackshear,5.9,6.1026921829386955,5.7,1
Shawn Ku,6.6,6.315793747462443,6.319860391803648,1
Tadayoshi Yamamuro,7.3,6.931396438612934,6.927819456401426,1
Sherry Hormann,6.5,6.050898203592814,6.293987581402393,1
Peter Ho-Sun Chan,7.1,6.702780536246276,6.848166316281243,1
Peter Howitt,5.7,5.688888888888889,5.699999999999999,1
Swaroop Rsj,8.5,6.527474150664698,7.195983935742971,1
Peter Sollett,6.6,6.1981429148163105,6.374411302982732,1
Peter Sohn,6.7,6.550393310183544,6.676622951586133,1
Sylvain Chomet,7.5,7.214947443434884,7.416430660662055,1
Robin Campillo,7.4,6.587531806615776,7.182079220612742,1
Robin Pront,6.1,5.933906146728355,5.910714285714285,1
Peter Sattler,6.9,6.611872909698996,6.837649381689702,1
Peter Rida Michail,6.8,6.499699549323986,6.52905982905983,1
Robin Swicord,6.3,6.0356706336442585,6.3129677980852925,1
Peter Mullan,7.0,6.266177451634423,6.718813226634455,1
Peter Lord,6.7,6.583788495061011,6.660530470476792,1
Rod Blackhurst,5.6,5.841666666666667,5.554318305268875,1
Peter Lepeniotis,5.7,5.42568077084206,5.791674991674992,1
Shin'ichirô Ueda,7.7,7.025590108654927,7.376759487721771,1
Rodney Ascher,5.4,5.647710487444609,5.38667388949079,1
Peter Hyams,5.2,5.648229831688915,5.251745068285281,1
Peter Huyck,6.1,6.226833729650631,6.067868905132942,1
Peter Hutchings,7.0,6.390835030549898,6.546192893401015,1
Sylvester Stallone,6.5,6.486234427696331,6.395952610855098,1
Tammi Sutton,4.3,5.176397515527951,4.940996168582376,1
Tana Schémbori,7.1,6.227528089887642,6.753379549393413,1
Pella Kagerman,6.2,6.075280898876405,6.061992823626829,1
Ted Koland,6.4,6.2717763408139975,6.279683740116878,1
Shane Dawson,4.1,4.658178158027177,4.7744874715261965,1
Paul Katis,7.1,6.48015122873346,6.9082191780821915,1
Paul Johansson,5.6,5.730409001064316,5.543112739814616,1
Terry George,6.0,8.094087308896665,6.08758458004842,1
Shane Carruth,6.7,6.857734092084842,6.448619139370584,1
Paul Hough,5.2,5.970768781058171,5.110970196575778,1
Shane Abbess,5.4,5.6986517592897075,5.349480455220188,1
Terry Jones,6.0,5.9779881135813335,5.890768094534713,1
