duration,weighted_average_vote,weighted_non_us_voters_rating,weighted_us_voters_rating
164,7.1,6.752543622511674,7.015811844715217
100,6.1,5.725022914757104,5.9455470737913485
102,7.0,5.871844660194175,6.2481203007518795
98,6.6,6.04322120285423,6.350449550449551
105,6.7,5.77749077490775,5.995433789954338
83,5.6,5.6974333662388945,5.893370681605976
120,6.5,5.723355576739752,5.9889267461669515
118,5.9,5.7120492524186455,5.914828897338404
98,6.4,5.798746867167919,5.924736337488016
93,6.5,5.782716049382715,5.9
100,5.6,5.680373831775701,5.884331797235023
83,6.4,5.793486590038315,6.07353171495693
95,8.1,7.957625912084,7.774546799852017
94,6.4,6.014325068870524,6.078883360972913
112,5.7,5.7,5.869784172661871
107,7.2,6.0978692138133725,6.067297762478486
103,5.4,5.669685767097967,5.864087870105062
110,6.5,5.803135888501742,5.9127783155856735
77,4.8,5.380735194009531,5.475675675675676
97,6.1,5.706716417910448,5.917738791423002
102,7.9,6.370456092579987,6.092857142857143
107,7.3,6.036176935229069,6.103418803418803
95,6.2,5.788641425389756,6.1289972899729
88,6.3,5.731675874769797,5.941340782122905
113,7.3,6.515686274509804,6.18268156424581
97,5.9,5.555741360089186,6.122380336351876
71,7.1,5.9700564971751415,5.953519768563163
96,6.4,5.783648881239243,5.895540138751239
95,7.0,5.82739965095986,5.997674418604651
140,8.0,6.6169573060733615,5.963082778306375
115,6.5,5.987179487179487,5.915384615384616
122,7.0,6.339095068632435,6.027165685449958
228,8.3,8.177544641253188,8.454177755062476
105,5.2,5.615463917525773,5.8392694063926935
93,7.0,5.781073703366697,5.938132295719845
102,6.9,5.853903345724907,6.443746364165213
94,6.3,5.770815450643777,5.95767366720517
112,6.8,5.761913696060038,6.064104660670482
153,7.6,7.4599572877736255,7.505681313803817
104,7.6,7.233346198379004,6.895770392749245
107,7.6,7.09340411113621,7.280306345733042
174,7.6,6.7791349619543455,7.114326957776976
178,7.8,7.520882781594836,7.758916478555306
77,4.7,5.641121495327103,5.779673321234119
81,2.0,5.025806451612904,5.066432474629195
98,6.2,5.784092863284609,5.9126436781609195
94,5.9,5.693196644920783,5.91304347826087
105,7.7,6.594708994708994,6.711532125205931
80,4.7,5.20545229244114,5.378338590956887
90,5.1,5.647619047619048,5.879506641366224
106,7.8,7.431772751183588,6.948363962348723
98,6.2,5.775911789652247,5.917839922854388
123,8.1,7.920907840440165,8.091851224902431
126,7.9,7.625882004150608,8.112924964034223
86,5.9,5.756218547807332,5.9
95,6.1,5.781274900398406,5.924561403508772
127,6.0,5.770466717674063,5.8960784313725485
91,6.4,5.8001713796058265,5.88102766798419
76,5.5,5.688184438040346,5.879867046533714
82,7.2,5.798178506375228,5.913717693836978
106,8.1,7.735313782099984,7.7775139255350325
116,6.1,5.750763701707098,5.906013579049467
90,7.0,5.796350364963503,5.930058939096268
98,5.5,5.652079566003617,5.869348010160881
104,7.1,5.800091659028414,5.908349900596422
116,6.9,6.287458745874588,6.689603283173735
151,7.7,6.545136459062281,7.6087184133695756
178,7.3,7.1051394470831815,6.907536557930259
96,6.1,5.714814814814814,5.9177339901477835
119,6.6,5.974720945502298,6.100356887937188
110,6.5,5.853274050121261,5.930852105778649
106,7.1,5.803703703703704,5.902392821535394
124,7.2,6.090272918124563,6.060144927536233
82,6.7,6.184295612009238,6.357406402604449
90,6.9,6.343413729128015,6.411480214948705
95,6.9,6.013082039911309,5.916781157998037
114,6.9,5.794270367054611,6.1112227805695145
87,6.4,5.9231607629427785,5.938202247191011
123,6.8,6.150649350649351,6.253883495145631
91,5.6,5.688028169014085,5.896031746031746
94,7.5,7.338969404186795,7.2612871089858535
83,3.9,5.232880844645551,5.540000000000001
80,7.0,6.004477611940299,6.005947955390335
105,6.1,5.7640802092415,5.9
79,5.2,5.584652665589661,5.895522388059701
106,6.9,6.123300970873787,5.965965583173996
106,6.7,5.999719887955182,6.084009546539379
105,6.6,5.771402550091075,5.9310009718173
88,6.5,6.021244763614602,5.986274509803922
68,6.3,5.761896080218778,5.898135426889107
98,6.9,5.803623188405798,5.905189620758483
98,8.3,7.309146341463416,6.178501628664496
90,6.0,5.705838041431261,5.906744868035191
96,7.8,6.834573777585461,6.828629856850716
93,6.7,6.122106754841758,6.459348978046934
105,5.8,5.6934579439252335,5.908919722497523
116,6.8,6.003973509933775,6.1318074191002365
112,6.3,5.792169657422512,6.046353836398225
90,4.8,5.608625336927224,5.748409893992933
115,6.9,6.145283018867925,6.124874191229331
84,6.4,6.010004833252779,6.195894576786619
103,6.1,5.730314232902034,5.914383561643836
87,6.0,5.75580389329488,5.949397590361446
78,6.4,5.993259732713539,5.993909973521624
82,5.9,5.7,5.9
85,3.1,5.5328611898017,5.759241706161138
106,7.1,6.257196731615336,5.910763209393346
84,7.4,6.675362318840579,6.0106129917657825
100,5.5,5.665957446808511,5.894931773879143
88,5.6,5.690991810737033,5.893986420950534
94,7.1,5.7926739926739925,5.905383848454637
81,6.5,6.200374531835206,6.14924774322969
91,7.1,6.012908124525437,6.408764455264759
115,7.0,6.468302658486708,6.1735537190082646
89,6.1,5.695510983763134,5.9318181818181825
105,6.7,5.8386735572782085,5.907692307692308
166,7.1,5.830935251798561,5.925364431486881
85,6.8,5.7680695333943275,6.005648720211827
120,7.6,6.147236551215918,6.17882960413081
102,5.6,5.666429840142096,5.865486725663717
86,7.1,5.75014164305949,5.973584905660378
105,7.2,5.799099099099099,6.053500897666068
102,5.5,5.637529691211402,5.8642987249544625
92,3.6,4.57902097902098,4.567606226335718
95,7.8,6.647727272727273,7.175624773632743
94,7.5,7.037360472751149,7.32406015037594
71,1.8,4.798127925117004,4.346583850931677
91,6.2,5.733774834437087,6.254801798120147
119,6.5,5.85226917057903,6.062618083670715
96,5.6,5.675234521575986,5.88735632183908
72,5.6,5.678810408921933,5.904191616766467
84,5.5,5.73677482792527,5.83195020746888
152,8.3,6.853144129104063,6.109608540925268
96,8.1,7.849947807933194,7.919238281249999
113,8.1,7.616908212560387,7.270331447049313
88,7.0,5.78256880733945,5.910735586481114
125,6.1,5.755172413793103,5.966899766899767
83,4.8,5.627272727272727,5.846131805157594
111,6.9,6.472497328108302,5.973014517506405
76,7.1,5.813235294117647,5.904382470119522
113,6.3,5.814955537590945,5.939594843462247
114,6.8,5.945346062052506,5.953049907578558
60,6.3,5.754243542435425,5.902371541501977
112,6.0,5.772036474164134,5.961591695501729
105,5.5,5.672786579683132,5.905303030303031
89,5.5,5.695419847328245,5.897560975609756
87,5.5,5.614899713467048,5.869635284139101
124,5.3,5.674531835205992,5.896150049358342
88,6.4,5.730956848030019,5.933146591970122
80,6.6,5.801910828025479,6.046231155778894
76,2.7,4.871755725190841,4.912297734627831
87,6.6,5.78698752228164,5.903980099502488
154,5.7,5.657110222729868,5.875301204819277
100,6.0,5.727437446074202,5.897823936696341
93,6.2,5.754278305963699,5.90234375
105,8.3,7.784026622296173,7.054905490549055
83,7.3,6.147368421052631,6.15
139,6.2,5.761303979678239,5.983204134366925
118,6.0,5.7181669394435355,5.935608499678043
78,5.2,5.639568345323741,5.776818950930626
82,6.4,5.829355077835434,5.904743083003953
143,7.6,6.284604996623903,6.038248436103665
120,7.3,6.893392630241424,6.796774193548387
82,6.7,5.780327868852459,5.898406374501993
92,5.2,5.661254612546126,5.895522388059701
89,6.9,6.492393736017897,6.56688874083944
83,7.2,5.853356282271945,5.961840843720039
122,6.4,6.0762863534675615,6.0798569069895425
83,4.7,5.593842150910668,5.730228471001758
88,5.5,5.618410041841004,5.9
78,5.8,5.709747292418773,5.866527893422148
142,6.0,5.753694581280788,5.879936051159073
85,5.3,5.654545454545454,5.882625482625483
130,7.1,5.929126213592234,6.149070331447049
60,3.0,5.660098522167488,5.749006622516557
88,5.9,5.718896999188971,5.9
99,6.7,6.291503778994006,6.57810650887574
87,6.6,6.232352941176471,6.2740149094781685
89,6.4,5.745547073791348,6.096774193548387
90,5.9,5.670212765957447,5.87132667617689
109,7.2,6.021417565485362,5.9714285714285715
102,7.9,6.254746136865342,5.971647509578545
96,5.8,5.69000900090009,5.92561669829222
100,7.5,5.831386861313868,5.929411764705883
90,6.0,5.726953981008035,5.9743718592964825
90,5.1,5.643494423791822,5.904950495049505
91,7.4,5.877777777777777,5.914910536779325
129,8.2,8.076951887064247,8.369271236648354
95,5.6,5.679329608938548,5.901195219123506
83,5.3,5.6328596802841915,5.87438330170778
90,5.9,5.715182357930449,5.903849950641659
95,6.9,5.952542372881356,5.912670565302144
103,6.5,5.809780775716694,5.915187376725839
79,6.4,5.957729606389048,6.100777977259127
93,7.1,5.829527207850133,5.928795298726739
93,5.2,5.676982591876209,5.868181818181819
89,6.2,5.7624472573839665,5.921526418786693
107,6.5,6.1260663507109,6.102203692674212
119,6.7,6.074217772215269,6.184536082474227
100,7.3,6.387799315849487,5.922374877330717
103,4.8,5.573345259391771,5.9141444114737896
96,6.1,5.776619508562919,5.922521655437921
120,6.7,6.145061043285239,6.191740787801779
83,5.1,5.620567375886525,5.798290598290598
105,7.6,6.762597296190087,6.070151921358356
78,4.8,5.668725868725869,5.835741444866921
89,5.7,5.683402835696414,5.879069767441861
90,6.7,5.77073837739289,5.910891089108911
128,5.0,5.680952380952381,5.828880526810913
70,4.8,5.5853403141361255,5.648111025443331
96,6.8,5.8366412213740455,5.942717497556208
95,6.0,5.73474801061008,5.898412698412699
100,6.9,5.95057915057915,5.935408560311284
108,5.9,5.7,5.920670391061453
86,5.5,5.667754318618043,5.883822138126774
109,5.9,5.720627802690584,5.901587301587302
80,8.0,7.746828656965815,7.733821571238348
110,6.9,5.919607843137255,5.917374517374518
85,6.4,5.7340167753960865,5.921047526673133
118,6.8,5.897493734335839,5.97536231884058
114,6.7,6.0573264781491005,6.258742415885273
105,5.8,5.721383647798743,5.8999999999999995
83,6.3,5.800319744204637,6.005014749262537
105,6.6,5.978059071729958,6.253587588881707
88,6.9,5.822800718132855,6.032541776605101
105,5.5,5.6710027100271,5.910029498525074
89,5.8,5.717351598173515,5.9
134,8.1,7.89427231773467,7.944203668295446
93,5.9,5.691575091575092,5.935915492957747
65,4.3,5.281085154483798,5.760070671378092
92,4.4,5.355133387227163,5.589096126255381
70,5.0,5.675024108003858,5.866666666666667
110,6.1,5.718574108818012,5.910136452241716
135,6.4,5.9367306419589685,6.041267787839585
82,6.6,5.838461538461538,6.071734475374733
94,6.8,6.23791517629024,6.074021909233178
88,5.9,5.7,5.93402489626556
78,5.0,5.674712643678161,5.818926296633303
96,7.6,6.899599733155437,7.008003334722801
87,5.9,5.725479930191972,5.9
116,6.6,5.758974358974359,5.913861386138613
95,8.1,7.952679393530171,7.75726748714753
77,5.8,5.708424908424909,5.902176063303661
113,7.1,5.785793871866296,5.902392821535394
108,3.9,5.5552875695732835,5.888446215139442
126,7.9,7.6790055248618785,7.438958045182112
88,5.2,5.619815281276239,5.734759358288771
154,6.7,6.367681982447083,6.485234342596433
138,8.0,7.856149967112476,8.00223525752122
113,5.8,5.7193315266486,5.9104265402843605
86,6.6,5.760628465804067,5.90497512437811
110,6.1,5.716909620991254,5.9254799301919725
94,7.0,5.844591029023746,5.935408560311284
110,6.8,5.765120593692022,5.90414201183432
97,6.7,5.719168173598554,6.0850771869639795
119,7.1,6.10355871886121,5.915738025415445
174,7.8,7.231510179276816,6.864069264069265
108,6.9,5.789916743755782,5.909486166007905
91,7.2,6.232882011605415,5.9909426987061
102,6.5,6.088345650938033,5.99874686716792
90,7.3,6.624609539890249,6.498557692307693
84,6.1,5.7768962510898,5.8999999999999995
157,7.7,6.258192090395481,6.0417965169569205
95,6.6,5.894670846394984,5.921951219512195
85,7.0,5.838992042440319,5.908840864440079
101,5.8,5.6177068214804065,5.9
98,7.3,6.8884773662551435,6.720049710024855
119,7.7,7.575550122249388,7.748522040694682
96,6.1,5.731663685152057,5.915837937384898
88,5.6,5.692165898617511,5.88116213683224
80,6.6,5.7627906976744185,5.917681728880158
67,5.1,5.141911097671606,5.4361673414305
103,7.4,5.851079136690647,5.907920792079207
88,7.2,6.183739837398374,5.988040478380865
120,7.6,6.008710217755445,5.94368932038835
128,7.0,5.88989898989899,6.0666085440279
95,6.7,5.7750687442713105,5.906951340615691
91,5.5,5.662976406533575,5.884842883548983
93,5.4,5.6288164665523155,5.795202952029521
126,7.0,6.108633944411592,6.480165289256198
85,5.6,5.65015015015015,5.900000000000001
75,6.9,6.398537400752194,6.27582993593477
88,6.1,5.86821499668215,5.905447470817121
175,6.8,6.182133609528742,6.339775910364146
97,5.5,5.678890876565296,5.753606789250354
54,7.0,6.48124501197127,6.429857819905214
91,6.4,6.107968293700459,5.942489270386266
88,5.9,5.686580086580086,5.926839826839828
105,5.8,5.685442435775452,5.909705042816365
85,7.1,6.55162553858206,6.013243922883487
107,7.2,5.979103282626101,5.959183673469388
113,7.9,7.7272097053726165,7.986510188289914
84,5.3,5.612820512820512,5.8970178926441355
100,6.2,5.731675874769797,5.909731876861966
85,5.9,5.714814814814814,5.9
102,7.2,6.416739873108833,6.471300448430494
90,6.2,6.00612640558356,6.126764833261152
192,7.0,6.9118763557483724,6.76097594883915
109,6.7,5.765420560747663,5.907753479125249
112,6.1,5.719289749798224,5.994801641586868
109,6.3,5.733748960931006,6.016129032258064
92,7.0,5.833333333333333,5.915232443125619
84,6.7,6.235274652547981,6.517004978935274
130,8.0,7.02376910016978,6.559670781893004
102,5.0,5.602527075812275,5.859754948162112
105,6.6,5.820049710024856,6.0416309012875535
82,7.2,5.913559322033898,5.920689655172414
118,6.8,6.033606041535557,6.3897903372835
112,6.3,5.851904406273339,5.9713414634146345
112,6.0,5.728260869565218,5.8876591576885415
89,3.1,4.884996358339403,4.734963047185902
83,5.6,5.6803858520900326,5.9
100,5.9,5.7,5.9
113,7.2,6.254248366013072,6.00424403183024
99,5.8,5.705749293119698,5.881159420289856
81,6.5,5.930831099195711,5.929126213592233
80,6.4,5.749143372407575,5.960302457466919
87,7.1,5.855633802816902,5.91305637982196
84,7.7,6.524221046443269,5.992220113851992
75,5.7,5.626968716289104,5.8299580587177955
105,6.2,5.757130203720107,5.898412698412699
88,6.9,5.9863905325443785,6.02680412371134
103,6.4,5.769936993699369,5.915738025415445
128,7.3,5.785046728971962,5.915187376725839
94,6.9,5.723471400394478,5.951637043966324
102,5.7,5.7,5.874977085242897
84,7.4,6.13541518807665,5.966954851104707
109,6.9,6.260191846522782,6.873038229376258
87,7.3,5.8203266787658805,5.897914597815293
95,8.4,8.286104133485832,8.572831008875204
93,6.0,5.718045112781955,5.911822660098522
92,4.7,5.661776061776062,5.823255813953488
97,5.5,5.667379679144385,5.863821892393321
95,6.2,5.71042654028436,5.921570482497635
85,7.0,5.869565217391304,5.91242603550296
93,5.0,5.557632933104632,5.753594771241831
93,5.3,5.657959961868446,5.9
90,5.7,5.683150183150183,5.908454810495628
88,6.7,6.254168524297816,5.923809523809524
91,6.4,5.7768962510898,5.91972920696325
108,8.0,7.593639575971731,7.020879120879121
100,5.9,5.685689802913453,5.920143884892086
85,5.4,5.7,5.864767331433999
87,6.1,5.774529485570891,6.082539682539682
95,5.4,5.653295668549905,5.849040139616056
108,6.2,5.736611062335382,5.959284497444634
106,6.4,5.739615076182838,6.074021909233178
124,5.6,5.5925925925925934,5.796899224806202
86,5.9,5.73179142136249,5.917590822179732
115,7.4,7.271200748780531,7.624411035988746
91,6.8,6.319771863117871,6.348123620309051
104,6.8,6.0098688750862665,5.909900990099009
90,5.8,5.685701021355618,5.914126394052045
97,5.9,5.7,5.990290729566649
82,5.6,5.668096514745308,5.908610567514677
82,7.4,5.940611724723874,5.920058997050147
115,6.2,5.767261442979054,6.0316159250585475
186,8.0,7.829818719940807,7.539675580885576
85,6.9,6.07184265010352,6.2874715261959
90,5.5,5.685356811862836,5.877517106549365
110,6.5,5.7474129821260584,5.901587301587302
104,5.2,5.6175763182238665,5.726315789473684
105,7.1,5.918565400843882,5.906349206349207
98,6.1,5.725632083696601,5.977938808373592
94,6.5,5.7437956204379566,5.920510304219824
104,4.8,5.61081081081081,5.845038167938932
131,6.5,5.765942028985508,5.905882352941176
97,7.0,5.757345971563981,5.923622047244095
69,2.9,5.26100086281277,5.6324324324324335
99,6.3,5.691754554170663,5.977490774907749
172,8.2,8.075455354312187,8.345123691200035
155,7.0,5.792810457516341,5.918387413962636
92,6.0,5.711190053285968,5.93183520599251
90,4.7,5.616089803554725,5.868725868725869
100,7.1,5.821396192203083,5.904771371769384
87,6.8,6.355434782608695,6.523352165725047
112,7.5,7.192400806993947,7.543041506801535
123,6.2,5.748814749780509,5.921760633036598
118,6.8,6.099038461538462,6.171686746987953
94,6.2,5.732142857142858,5.928571428571429
69,6.3,5.76247723132969,5.901477832512316
110,7.6,5.894242692648362,5.947058823529412
98,6.5,5.845599329421626,6.000416319733556
91,5.2,5.678210116731518,5.821669626998224
90,5.0,5.58922558922559,5.749375520399667
75,4.7,5.649667616334282,5.732702237521515
62,5.2,5.6571030640668525,5.74882400648824
100,6.8,5.86063193851409,5.964791288566243
112,7.8,7.457898559496429,7.739647904785519
94,6.0,5.721448467966574,5.900299102691925
100,7.0,5.958517462580185,6.35419648666233
118,7.3,6.992662312716096,6.58475740661228
101,7.3,6.310513296227581,6.106271777003484
89,5.2,5.68018018018018,5.723723228995057
80,7.1,6.396433067561897,6.579166666666667
82,2.2,3.737785588752197,3.402469938251544
91,5.4,5.678011472275334,5.871057513914657
93,6.6,5.987179487179487,5.932981783317355
147,7.4,7.316420193778685,6.894692343823391
101,5.2,5.663723608445298,5.8319148936170215
105,6.2,5.783040935672514,6.086780383795309
210,7.5,7.177871918174185,7.67239758226998
97,7.5,6.107224334600761,5.946153846153846
104,7.3,7.07049987049987,7.270081908320161
103,6.4,5.7949494949494955,6.050593990216632
98,7.2,6.457798165137614,6.4042866282789515
125,7.5,6.2544474393531,6.064292074799644
94,6.0,5.7508575689783745,5.969585253456222
109,7.1,5.785923217550274,5.942064264849075
92,6.9,5.845138888888889,6.0
85,7.1,5.881239242685026,5.932038834951457
108,6.2,5.932620320855616,6.009513435003631
88,6.3,5.968411301528485,6.173558215451578
96,5.4,5.487096774193548,5.678706800445932
132,8.1,6.889712556732224,5.970104068117314
78,7.3,6.42280701754386,5.943672692673644
101,7.6,6.580224833929485,6.050137488542622
75,7.0,5.963231850117095,6.225364431486881
126,7.3,6.30233393177738,6.498748435544431
85,6.9,5.907444168734492,5.946711153479504
82,7.1,5.815826702033599,6.235446685878963
108,7.1,5.995363214837713,6.113559322033899
99,4.7,5.633706816059758,5.886454183266933
122,7.1,5.930921052631579,6.007242339832869
94,7.6,6.836634810309875,7.412007351439657
98,6.9,6.460703269586674,6.566429524232992
126,6.1,5.856596558317399,6.023008849557522
92,6.9,6.76922406277245,6.7953488372093025
111,6.1,5.722380106571936,5.9367346938775505
102,7.4,6.6587174348697395,6.936455893832942
91,5.0,5.57518488085456,5.834879406307978
82,4.2,5.566544454628781,5.784230055658627
92,5.5,5.661254612546126,5.886219739292366
74,3.0,5.323933855526545,5.301587301587302
105,7.1,5.949919224555735,5.921568627450981
136,8.3,7.234003091190107,6.83582443653618
87,6.3,5.831615925058547,5.91171875
82,5.9,5.723371647509579,5.9
96,6.1,5.730215827338129,5.910952804986643
101,7.7,6.8954947707160095,6.305908096280088
119,6.0,5.719626168224299,5.89704433497537
94,5.2,5.655041628122109,5.902780536246277
126,6.2,5.7,5.965551839464883
89,6.5,6.046821392532795,6.285706887622993
127,7.2,6.294661190965092,7.263837638376383
64,6.0,5.741255605381166,5.909375
88,5.0,5.6591798695246975,5.814913083257091
104,6.3,5.743413729128015,5.898814229249012
88,6.8,6.006921413121845,6.051048951048951
109,6.4,5.792833876221499,6.002730375426622
118,6.6,5.767847882454624,6.1185897435897445
105,6.5,5.814715719063545,5.903567888999009
121,7.5,6.689594651065608,5.998521256931609
82,6.5,5.920733249051834,6.114226231783484
103,7.0,6.237389202256245,6.722404027690371
121,7.8,6.1375,5.9189723320158105
81,7.3,6.7942656207736,6.670072992700731
117,7.3,6.6650793650793645,6.399099099099099
101,6.8,5.752554744525548,6.081723862729449
118,7.3,6.740754980775953,6.218975180144115
103,7.6,7.479944395298875,7.397935895284444
81,8.1,7.797535211267606,7.859794570799707
110,5.9,5.728418038654259,5.9
124,6.5,5.77992799279928,5.968965517241379
123,7.5,6.54701455092825,6.350314905528341
95,7.3,5.852291105121294,5.9020979020979025
85,6.0,5.741824440619622,5.894876660341556
107,6.7,6.478164342764316,6.55478308222908
90,7.1,5.9344262295081975,5.987591240875913
94,5.3,5.710266535044423,5.857894736842106
86,5.4,5.55624599615631,5.736546422235364
130,6.2,5.932334047109208,5.89478672985782
94,7.2,6.052095808383234,5.937864077669903
126,7.5,5.825345622119816,5.939079333986289
102,6.9,5.922801302931597,5.905970149253732
77,3.8,5.638834951456311,5.662114537444935
120,7.0,5.768033550792172,5.9141164856860815
98,5.6,5.704852521408183,5.875737392959087
140,6.5,5.8598639455782315,6.3792426367461434
93,7.4,5.949789029535864,5.904865938430984
100,6.1,5.68984725965858,5.965591397849462
98,6.5,5.74995499549955,6.080712166172107
80,6.8,6.215033947623667,6.280369515011547
99,6.1,5.747920433996383,5.894363459669583
115,7.1,7.041715237302248,7.085674083194091
95,5.9,5.75052316890882,5.913725490196079
86,6.6,5.8084432717678105,5.932947976878613
86,6.5,6.045928174001013,5.922445081184337
134,6.8,6.438395792241947,6.336321483771252
119,7.8,7.605068226120858,7.328099173553719
75,5.1,5.606451612903226,5.806756756756758
93,5.6,5.685356811862836,5.851493848857645
96,6.3,5.785749792874897,5.9
92,5.9,5.713300492610838,5.9111425873465535
86,7.1,6.637037037037037,6.399890889252591
111,6.9,5.922801302931597,5.924513618677043
75,5.3,5.683558994197292,5.846950092421442
98,5.6,5.6655629139072845,5.86849199663016
86,6.7,6.351632047477745,6.57739302498145
90,6.8,5.838053097345133,5.911822660098522
108,5.9,5.6786782061369,5.964285714285714
103,6.6,6.0007989347536626,6.080326651818856
92,6.7,6.055535390199637,6.36268221574344
90,4.8,5.61447963800905,5.891715976331362
83,4.8,5.53359173126615,5.855513307984792
95,6.0,5.72713915298185,5.920853080568721
92,6.1,5.709090909090909,5.941340782122905
103,6.2,5.746407438715131,5.99933110367893
95,5.9,5.730118798043327,5.905033238366572
90,5.5,5.655972696245734,5.915754082612873
75,5.2,5.5575757575757585,5.8032258064516125
104,5.5,5.681679389312978,5.887081339712919
98,6.9,5.788443616029824,5.917322834645669
116,7.9,7.576280164802826,7.027642276422764
83,7.3,5.797265268915224,6.000757575757577
101,7.4,7.11840318038761,7.032352941176471
79,6.3,5.761876584953509,5.9617879053461875
85,4.8,5.512863070539419,5.8352941176470585
91,7.4,6.328413712957582,6.541469489414695
75,5.5,5.680112044817927,5.902723735408561
75,3.0,4.220614828209765,3.3761255679471294
111,7.3,5.88305531167691,5.916320474777449
81,7.4,6.065620094191523,5.921032132424537
100,6.0,5.740484429065745,5.895256916996048
88,6.8,5.844419134396356,6.350247388675097
100,6.1,5.767899603698812,6.069678540399653
94,6.2,5.764429530201342,5.918320610687023
97,6.2,5.8945848375451275,5.928977272727273
118,7.1,5.992302498311951,6.691039582427142
78,7.8,6.283541513592946,5.901390268123138
101,6.4,5.8022203245089665,5.932697807435654
89,7.1,6.269139465875371,5.965784499054821
97,6.3,5.724770642201835,5.965972222222224
90,7.0,5.984668192219679,5.947262247838617
90,6.1,5.718346957311534,5.9141444114737896
95,6.3,5.719887955182074,5.920568070519099
95,6.8,5.78675799086758,6.0166077738515895
93,6.4,5.839170506912442,5.9017681728880165
104,6.8,5.841798941798942,5.906686332350049
107,6.1,5.881181619256017,5.9
110,7.1,5.973695198329853,6.556435643564356
105,6.8,6.077655252466628,6.352683896620278
95,6.9,5.781073703366697,5.905179282868526
79,7.2,7.063286392363569,7.134310257705912
116,5.8,5.700000000000001,5.91460290350128
115,7.0,5.876404494382022,5.9226248775710095
104,7.0,5.947368421052631,5.976748582230624
145,6.6,5.718045112781955,5.920058997050147
98,6.4,5.790834697217676,6.09249692496925
88,6.1,5.7,5.976785714285715
100,5.7,5.646320346320347,5.953379549393414
108,8.4,8.217530580523078,8.20063327576281
149,7.5,5.9991869918699186,5.948108632395733
81,5.0,5.188730115934215,5.271493212669683
78,5.5,5.688679245283018,5.9
94,6.5,5.783303085299456,5.909486166007905
134,7.7,7.192127983748096,6.918364073777065
97,7.2,6.047091033538672,6.647365780230809
94,6.5,5.753172475424486,6.08339483394834
108,7.0,6.296774193548387,6.743057996485062
65,5.2,5.670498084291188,5.864440263405457
88,5.8,5.648748841519926,5.9
129,6.5,6.349284099472494,6.461413581469016
105,7.9,7.315123528053567,6.3226637233259755
98,6.5,5.806779661016948,5.901283316880553
100,6.2,5.757240788346187,5.908366533864542
90,6.7,5.843185550082103,6.22249322493225
92,7.1,6.842647058823529,6.797885196374622
120,6.8,6.141652707984367,6.295959595959596
104,6.3,5.772197309417041,5.98798751950078
96,7.9,7.686241741158182,7.403229011425733
92,7.0,6.076608187134503,5.909448818897638
85,7.1,5.881239242685026,5.917408506429279
120,6.6,5.7,5.974737845567207
110,6.2,5.823493975903615,6.031460674157303
78,6.5,5.859876543209876,5.979982285208149
90,4.6,5.618267419962335,5.881231953801732
119,6.3,6.038562091503268,6.111142587346553
68,7.7,6.544444444444444,5.994825964252117
140,5.3,5.6571030640668525,5.8776379477250735
91,7.6,6.231123919308358,5.933074684772067
90,8.0,7.556275487086543,6.588697204045211
84,5.9,5.761207494795281,5.8290076335877865
175,7.0,6.146231155778895,6.235446685878963
103,7.5,6.687725631768953,6.187592319054653
112,7.0,5.768207024029575,5.922848664688428
110,7.4,5.989346246973366,5.970465337132004
112,6.4,5.7215704824976354,5.9
86,6.9,5.768975069252077,5.940579710144928
103,6.2,5.740610961365678,5.91028403525955
93,6.5,5.783154121863799,5.905911330049261
88,5.7,5.7,5.901380670611441
107,6.6,5.867680608365019,6.135809018567639
103,6.0,5.7,5.954901960784314
90,6.8,6.131981279251169,6.329268292682928
101,6.9,6.53963963963964,5.991955969517358
103,6.0,5.7,5.909008189262966
89,5.7,5.7,5.874223034734919
79,6.7,6.41894322653176,6.417114568599717
78,7.9,7.043302180685358,6.190598290598291
90,8.6,6.475438596491228,5.994524495677234
92,7.4,6.619438536792854,6.7697674418604645
85,4.2,5.556007393715342,5.728070175438596
84,4.8,5.622544434050515,5.777777777777778
84,5.3,5.670588235294117,5.884331797235023
120,7.2,5.808487084870849,5.916600790513835
85,7.2,6.218387909319899,6.425974025974027
86,7.3,6.222807017543859,6.43038138332256
80,6.5,5.758572752548656,5.903980099502488
201,7.6,6.001973684210526,5.9279843444227005
93,6.3,5.856357388316152,5.919692603266091
93,5.7,5.7,5.895256916996048
99,7.0,5.961788617886178,5.897847358121331
90,5.3,5.673831775700934,5.898009950248756
79,4.7,5.680270793036751,5.809302325581395
115,7.3,6.494987035436473,6.840478153338829
110,5.6,5.684317032040472,5.920272904483431
102,6.4,6.141028486866445,6.10828471411902
100,7.2,6.491833188531711,6.808081517919888
123,6.4,5.812703330751356,6.0440031771247025
164,7.3,5.9489574645537955,5.949612403100776
100,5.9,5.667084377610693,5.9490566037735855
150,7.8,6.597250859106529,6.328048780487805
142,7.7,7.536293689121715,7.0562786434463804
90,6.2,5.756946826758147,5.894117647058823
115,7.3,6.490774586597041,6.995904221802142
72,8.1,6.235854765506807,5.941020608439647
100,7.6,6.912590448625181,6.357979953739399
83,5.0,5.664136622390892,5.856660412757974
115,6.9,6.371651090342679,6.03728813559322
92,6.1,5.71701244813278,5.938675958188153
103,6.6,5.890220820189275,5.9351403678606
76,6.1,5.680589914367269,5.9460348162475825
65,2.9,4.60910792264504,4.294700139470015
75,5.3,5.654679040989946,5.756881463802705
95,7.7,7.442597962057825,7.553499653499655
