actors,weighted_average_vote,weighted_us_voters_rating,weighted_non_us_voters_rating,year,movies
Anton Shpinkov,5.6,5.828040973111396,5.532889327413254,2017.0,1
Anton Selyaninov,6.4,6.269673704414588,6.288659137903611,2017.0,1
Anton Pampushnyy,3.9,5.32142064372919,4.088622208719428,2017.0,1
Anton Palmer,6.8,6.590880989180834,6.6949880668257755,2016.0,1
Anton Lamrev,6.1,6.067876646321876,5.990204721324322,2014.0,1
Anton Klimov,5.7,5.821505376344087,5.6080723280594125,2013.0,1
Antonio Barroso,5.0,5.51671335200747,4.9415822028171945,2012.0,1
Antonio Cupo,6.3,6.394699894699896,6.064241015555157,2012.0,1
Anthony Chisholm,6.5,6.466874620438359,6.4860527554525005,2012.0,1
Antonio Najera,5.7,5.9,5.519573302016051,2014.0,1
Antony Strachan,6.6,6.0058823529411764,6.358216438846775,2014.0,1
Antony Starr,5.9,5.850556117290193,5.846949602122016,2012.0,1
Antony Langdon,6.2,6.065564738292011,6.246671406986046,2010.0,1
Antony Kochi,8.3,6.571160528144545,7.313372664700099,2016.0,1
Antony Acheampong,6.2,6.277194982896237,6.094116003000838,2016.0,1
Antonis Nousaharlis,6.2,6.006701030927836,6.098083978801467,2010.0,1
Antonio Velázquez,6.9,6.203973509933775,6.651632047477745,2012.0,1
Antonio Valdez Jr.,5.8,5.9,5.789429175475687,2016.0,1
Antonio Saboia,7.5,6.493094072865688,7.216908992999462,2019.0,1
Antonio Rimoldi,7.9,7.806331959535407,7.773634320581551,2017.0,1
Antonio Rampino,6.3,6.2769995974929556,6.288833885435665,2010.0,1
Antonio Quercia,4.9,5.006917566556186,4.9223432481497005,2015.0,1
Antonio Mourelos,6.6,6.067099567099568,6.443041506801535,2015.0,1
Antonio Durán 'Morris',5.9,5.850943396226416,5.844459872257707,2018.0,1
Antonio Mora,7.4,6.767622259696458,7.204170026494643,2010.0,1
Antonio Marziale,6.3,6.207766243752403,6.122636546495436,2018.0,1
Antonio Mancino,6.2,6.103846153846154,6.147335159047819,2012.0,1
Antonio Madison,5.8,5.699108027750247,5.7,2018.0,1
Antonio José Fernández,6.5,5.992169657422513,6.315455594002307,2012.0,1
Antonio J Bell,6.5,6.469329848795967,6.19811512990321,2019.0,1
Antonio Gil,6.3,6.613972715998346,6.0649553180304885,2016.0,1
Antonio Gerardi,6.8,6.052697419859266,6.59091427485269,2017.0,1
Antonio Frasca,7.3,6.320293911826452,6.987438952920492,2012.0,1
Antonio Franic,6.8,6.336544975536318,6.708789386401327,2015.0,1
Antonio Fargas,5.3,5.625509883903358,5.252932458183359,2017.0,1
Antonio Evan Romero,6.2,6.229688873264194,6.0775230388851424,2016.0,1
Anton Kalinitchenko,5.3,5.578583017847485,5.322639195486878,2013.0,1
Anton Chevrier,4.8,5.146428571428572,4.853209744139727,2016.0,1
Anton Bogdanov,6.6,6.1906567366283,6.407156631669166,2018.0,1
Anthony Grant,6.3,6.339194941019093,6.183798321506108,2019.0,1
Anthony Mouras,6.0,6.019935948759008,5.842363112391931,2013.0,1
Anthony Morris,6.2,6.158960328317374,6.186149200808886,2013.0,1
Anthony Marble,7.8,7.852446621332446,7.686923489336106,2015.0,1
Anthony Mangano,8.2,8.02889923081895,8.182008952345312,2018.0,1
Anthony Konechny,6.3,6.267969368893583,5.920255183413078,2019.0,1
Anthony Jennings,6.0,6.053172559119644,5.867234600262124,2013.0,1
Anthony J. Police,7.0,6.903052683407188,6.83176002274666,2018.0,1
Anthony Ippolito,5.8,5.841305245766213,5.7,2013.0,1
Anthony Huneault,7.1,6.541705481906128,7.013156752062526,2010.0,1
Anthony Howard,6.4,6.542952493129172,6.23980134443664,2015.0,1
Anthony Higgins,5.4,5.499203187250996,5.427178836745788,2012.0,1
Anthony Groves,6.6,6.352507374631268,6.604807234650167,2011.0,1
Anthony Gonzalez,8.4,8.338279224787064,8.279685595524581,2017.0,1
Anton Blake,7.1,6.922129406767663,7.078020942901549,2016.0,1
Anthony Fusco,4.8,5.156795329224781,4.935236664162284,2011.0,1
Anthony Estrella,7.8,7.735697847570056,7.779552093476145,2016.0,1
Anthony Escobar,8.1,8.16723413348529,7.890287919054219,2017.0,1
Anthony Edridge,6.6,6.43898916967509,6.117351598173516,2018.0,1
Anthony Dowding,6.6,6.437360594795539,6.5217187092284945,2017.0,1
Anthony Dougall,7.2,7.049872592840135,7.085451824756837,2015.0,1
Anthony Dilio,6.8,6.3934143870314095,6.348251748251748,2014.0,1
Anthony DiRocco,4.8,5.336057834169371,4.8734605377276665,2017.0,1
Anthony Desio,6.3,6.179040033535946,6.2894217207334275,2013.0,1
Anthony DeSando,6.6,6.1981429148163105,6.374411302982732,2015.0,1
Anthony De La Torre,6.5,6.2996996996996995,6.379897913226243,2018.0,1
Anthony Cristo,6.4,6.462373008905054,6.288373895520074,2010.0,1
Anthony Murphy,5.1,5.580112044817927,5.151777970511709,2017.0,1
Anthony Natale,6.2,6.146919249904325,6.019142914897919,2017.0,1
Anthony Newfield,6.0,5.835855145213339,5.984626478223247,2011.0,1
Anthony Oporta,5.1,5.445595729191944,5.166706358656823,2013.0,1
Anton Alexander,5.8,5.7104158998895835,5.7,2013.0,1
Antoinette Noufaily,7.5,6.45965848452508,7.174625480578021,2011.0,1
Antoinette LaVecchia,6.2,6.168347752690441,6.088419559364233,2014.0,1
Antoinette Jelgersma,7.1,6.193028659953525,6.761181026137463,2016.0,1
Antoinette Hilliard,7.1,6.355583126550869,6.79559748427673,2016.0,1
Antoine de La Morinerie,6.2,6.01561155500922,6.03866911990187,2017.0,1
Antoine Yared,2.5,4.360926485397784,3.4315866084425037,2012.0,1
Antoine Régent,7.2,6.267244968771687,6.904433497536946,2014.0,1
Antoine Reinartz,7.4,6.587531806615776,7.182079220612742,2017.0,1
Antoine Redus,7.4,7.148506151142356,6.804641350210971,2019.0,1
Antoine Olivier Pilon,8.1,7.48377581120944,7.9141374547355055,2014.0,1
Antoine Monot Jr.,7.6,6.712505245488879,7.327523874488405,2014.0,1
Antoine DesRochers,6.9,6.285706887622993,6.70801137313932,2016.0,1
Antoine Chappey,6.8,6.038202247191011,6.617336433078711,2017.0,1
Antoine Blanquefort,7.3,7.253687085446742,7.157885279501362,2014.0,1
Antje Lewald,6.6,6.007602339181286,6.397889063552661,2011.0,1
Anthony Ulc,6.1,6.054651162790698,6.016440359306455,2011.0,1
Anthony Tai,5.5,5.795556617295748,5.458286380415776,2019.0,1
Anthony Sherwood,5.7,5.796107640557425,5.6223214285714285,2017.0,1
Anthony Sadler,5.2,5.324577326926499,5.240693415805323,2018.0,1
Anthony Ruiz,4.3,4.838617580766341,4.503163546655058,2016.0,1
Anthony Rizzo,6.8,6.6363310783923595,6.7499931808883025,2014.0,1
Anthony Quintal,6.6,6.194966954753431,6.2088791848617175,2016.0,1
Anthony Phelan,5.5,5.850226017076846,5.538124285169653,2011.0,1
Anthony Paolucci,6.2,5.993048128342246,6.007235621521335,2011.0,1
Aruno Tahara,7.4,6.1027732463295274,6.746142208774584,2014.0,1
Arush Bhiwandiwala,6.9,6.2073170731707314,6.68933601609658,2012.0,1
Arvind Gaur,7.6,6.514348785871965,7.251125317453367,2013.0,1
Ayzee,8.0,8.07623317416762,7.793236802102389,2016.0,1
B. Suresha,8.4,6.197068403908796,7.190710767065447,2014.0,1
B. Branco,6.6,5.973014517506405,6.38468899521531,2017.0,1
Açalya Samyeli Danoglu,6.4,5.9,6.263892669648066,2015.0,1
Azumi Tsutsui,6.3,6.219887955182073,6.062976157851467,2017.0,1
Azucena Diaz,6.1,5.977085242896425,6.060633795886232,2015.0,1
Aziz Karakaya,3.7,5.386792452830189,3.964480296217932,2014.0,1
Aziz Attougui,6.4,6.34894259818731,6.32384682332463,2018.0,1
Azita Ghanizada,5.4,5.801988781234065,5.406467926537131,2016.0,1
Azie Tesfai,5.8,5.9,5.7,2019.0,1
Azaan Shah,8.1,7.098229043683588,7.8704371338440735,2012.0,1
Ayça Eren,7.5,5.986256781193491,6.874920297555791,2013.0,1
Ayça Bingöl,7.8,6.109083402146986,7.43361747469366,2018.0,1
Ayyappa P. Sharma,8.2,7.2863148204970845,7.446450304259635,2018.0,1
B.J. Grogan,6.1,6.309705042816366,5.871763377100099,2015.0,1
Ayush Sehgal,6.9,6.258151476251605,6.530788056779246,2017.0,1
Ayumi Beppu,7.6,6.4793671720500985,7.157924743443557,2014.0,1
Ayu Laksmi,6.6,6.161678146524734,6.219074696303954,2017.0,1
Ayten Uncuoglu,6.1,5.937530463038181,5.863174369361076,2011.0,1
Ayta Sözeri,7.7,6.341419261404779,7.4997997997998,2017.0,1
Aysha Kanayo,7.1,6.922129406767663,7.078020942901549,2016.0,1
Aysenur Yazici,6.1,5.890579710144928,5.92450931051837,2014.0,1
Aysen Sümercan,6.6,5.76842285323298,6.425275546422567,2017.0,1
Aysegul Cengiz Akman,6.1,5.942105263157895,5.946094651789149,2016.0,1
Ayse Ünal,7.2,5.968965517241379,6.850593990216632,2016.0,1
Ayse Melike Çerçi,5.0,5.796057347670251,4.9311258278145695,2012.0,1
Ayse Altay,7.2,6.098519095869057,6.933995389253415,2010.0,1
B. Thyagarajan,7.3,6.366230186078567,6.480415667466027,2018.0,1
B.J. Hogg,5.5,5.520244964065189,5.50380430647493,2011.0,1
Aynur Komecoglu,7.6,7.191669020050834,7.5043688343064225,2015.0,1
Bae Gang-Yoo,6.7,6.088194921070693,6.336688121708601,2016.0,1
Baiju,7.5,6.381360201511335,6.575458973398276,2019.0,1
Bai-Ke,6.2,6.154781755762629,6.0159487287245215,2016.0,1
Bai Xue,7.6,7.250234155479238,7.435610803076373,2011.0,1
Bai Qing Xin,7.2,6.44996964177292,6.810995850622407,2014.0,1
Bai Feng,7.0,6.629411764705882,6.710904506775922,2018.0,1
Bahman Niknam,7.5,5.954545454545454,6.816858237547892,2015.0,1
Bahareh Rahnama,6.7,6.012987012987013,6.400509134471399,2011.0,1
Baharak Salehniya,7.5,5.954545454545454,6.816858237547892,2015.0,1
Bahar Pars,7.7,7.360490400185057,7.523464249748238,2015.0,1
Bahar Kerimoglu,7.6,7.191669020050834,7.5043688343064225,2015.0,1
Baha Othman,7.2,6.571373307543521,6.947048903878584,2014.0,1
Bagya Sri,6.7,6.097855227882038,5.980026396832381,2019.0,1
Badri Chavan,7.6,6.957810911555406,7.206971727035313,2018.0,1
B.P. Singh,5.2,5.690405904059041,5.239405204460966,2012.0,1
Bader Alami,8.3,7.921443064686308,8.166647544592232,2010.0,1
Baby Nainika,7.1,6.428028503562945,6.2826677533279005,2016.0,1
Babu Antony,8.4,6.390353697749196,7.428686327077749,2014.0,1
Babrak Akbari,1.0,2.636983669548511,1.7257652020133316,2020.0,1
Babita Sehgal,7.0,6.458394879369768,6.8224043715847,2010.0,1
Babis Chatzidakis,6.2,6.204122722914669,6.172065478518353,2014.0,1
Babet,7.0,6.333106575963719,6.579743795036029,2013.0,1
Babak Tafti,6.4,6.169372693726938,6.191126837234622,2019.0,1
Baasanjav Mijid,6.7,6.02406015037594,6.458861827827345,2015.0,1
Baard Owe,7.1,6.7625719769673704,6.79498501813594,2014.0,1
BJ Guyer,6.4,6.165505346671266,6.37611410632635,2013.0,1
BBC Concert Orchestra,6.7,6.4720797720797725,6.536943880053246,2015.0,1
Ayoola Smart,6.6,6.487347155768209,6.50058544129018,2018.0,1
Aymen Saïdi,6.6,5.987798845836769,6.343260188087774,2012.0,1
Aviad Bernstein,7.5,7.225134063884356,7.455675941886235,2012.0,1
Axel Lutter,5.4,5.647945205479452,5.407066381156317,2016.0,1
Ayaka Ônishi,6.6,6.513375796178344,6.381499037179677,2014.0,1
Ayaka Asai,7.4,6.420248203788374,6.688403819918145,2017.0,1
Ayahi Takagaki,7.4,6.420248203788374,6.688403819918145,2017.0,1
Ayaan Malik,8.2,7.2279307631786,7.892453006639858,2013.0,1
Ayaan Khan,7.9,7.867151186663381,7.891534977856272,2012.0,1
Aya Suzaki,6.7,6.140071985602879,6.390502793296089,2017.0,1
Aya Hisakawa,7.9,7.2485342019543975,7.3552492593069685,2018.0,1
Aya Hirano,8.1,6.908234019501625,7.378546338827345,2010.0,1
Axtun Henry Dube,6.9,7.0606092436974786,6.785087374428914,2015.0,1
Axelle Laffont,6.6,5.987798845836769,6.343260188087774,2012.0,1
Axelle Carolyn,6.4,6.446313528990694,6.287359639328375,2010.0,1
Axel Wandtke,7.5,6.698798197295945,7.18578629032258,2016.0,1
Axel Knight,5.9,7.1701030927835046,5.02380038387716,2017.0,1
Ayana Gôda,7.7,7.025590108654927,7.376759487721771,2017.0,1
Axel Jodorowsky,7.5,6.763475546305932,7.061084529505583,2013.0,1
Axel Devillers,7.5,7.0679179044018365,7.393295393917838,2016.0,1
Axel Bergendal,7.2,6.613011542497377,6.884183752119624,2010.0,1
Axel Barø Aasen,7.4,6.711610830656264,7.139823806186805,2017.0,1
Aweng Ade-Chuol,5.4,5.590697674418605,5.303292894280762,2020.0,1
Avy Eschenasy,6.7,6.573842139595564,6.534819953749587,2016.0,1
Avraham Aviv Alush,6.3,6.47410071942446,5.9741490736751395,2017.0,1
Aviva Winick,5.5,5.775103266992114,5.448582995951417,2018.0,1
Avishek Lama,7.4,6.537748344370861,7.201448259752395,2015.0,1
Avinash Tiwary,6.6,6.035973597359736,6.250623441396509,2020.0,1
Avinash Razdan,6.8,6.7805705166566925,6.425987602923489,2017.0,1
Avinash Badal,5.5,5.678491744756806,5.338557933294775,2012.0,1
Ayana Brown,6.2,6.250944321805249,6.083959578136905,2020.0,1
Ayana Taketatsu,7.4,6.420248203788374,6.688403819918145,2017.0,1
Aymeline Valade,6.2,5.865876152832675,5.995150720838794,2014.0,1
Ayesha Shiva,7.1,6.075070821529746,6.513093375065207,2012.0,1
Ayman Sharaiha,6.6,6.473755656108597,6.2679992457099765,2014.0,1
Ayli Ghiya,7.0,6.080000000000001,6.534146341463414,2015.0,1
Ayla Kell,5.9,5.851733057423694,5.768847352024922,2015.0,1
Ayla Arslancan,7.5,6.23048128342246,7.11439588688946,2010.0,1
Aykut Köseler,7.1,6.021009098428453,6.907613027346434,2011.0,1
Aykut Kayacik,7.2,6.093288590604027,6.8371385655276,2011.0,1
Aykut Hilmi,6.0,5.982656954561221,5.984840062661075,2017.0,1
Ayhan Özçelik,5.1,5.830503978779841,5.307089312486614,2012.0,1
Ayhan Tas,6.4,5.9,6.263892669648066,2015.0,1
Ayhan Isik,4.0,5.40375939849624,4.173098462478363,2010.0,1
Ayhan Eroglu,1.4,2.995114006514658,1.5310256566518374,2017.0,1
Ayhan Aktas,7.2,5.934982332155477,6.790470926376299,2010.0,1
Ayesha Khan,7.9,5.633973961562306,6.828722002635047,2013.0,1
Ayano Fukuda,6.4,6.20414201183432,6.300709219858157,2013.0,1
Ayesha Kaduskar,6.9,6.2073170731707314,6.68933601609658,2012.0,1
Ayesha DeVitre,5.7,5.837268359643102,5.699999999999999,2012.0,1
Ayensi Amilgar Jardines Delgado,6.7,6.377158999192897,6.373470928769192,2019.0,1
Aye Hasegawa,5.3,5.427145581691036,5.332602494090798,2016.0,1
Aydemir Akbas,5.6,5.835208711433756,5.478247261345853,2011.0,1
Ayda Field,6.3,6.373015873015873,6.056014954915328,2013.0,1
Aycil Yeltan,3.9,5.052985449071752,4.169153178512785,2010.0,1
Aycan Vardar,7.2,6.093288590604027,6.8371385655276,2011.0,1
Aycan Koptur,6.7,5.992385786802031,6.538240051763183,2019.0,1
Ayberk Atilla,6.5,5.888809946714032,6.240764331210191,2013.0,1
Ayano Yamamoto,7.8,6.46892880904857,7.093203883495145,2013.0,1
Ayano Hamaguchi,8.2,7.593204330799355,7.846215565659268,2016.0,1
Baiju Ezhupunna,8.6,6.722090729783037,7.583550045358331,2019.0,1
Bailee Michelle Johnson,7.5,7.658364174685418,7.490327728789516,2010.0,1
Bailey Bass,6.3,6.1253545658123905,6.167963093483693,2011.0,1
Barrett Shuler,6.8,6.664982373678027,6.595528625156708,2012.0,1
Barry G. Bernson,7.0,6.921908277722562,6.9751505304406,2017.0,1
Barry Flatman,5.9,5.959349593495935,5.780252764612954,2013.0,1
Barry Del Sherman,6.0,6.045370117454247,5.9649573647938325,2013.0,1
Barry Cassin,6.5,6.583737828803954,6.370004713545015,2012.0,1
Barry Bradford,6.5,6.451302654005357,6.38729674796748,2012.0,1
Barry Barnes,6.2,6.132144355853965,6.140870387890256,2012.0,1
Barry Armitage,5.9,5.961464354527939,5.782671980592618,2014.0,1
Barry Alan Levine,6.3,6.063636363636364,6.204837430610627,2012.0,1
Barry Aird,6.8,6.437892791127542,6.616544362908606,2017.0,1
Barrington Walters Jr.,5.1,5.684842883548983,5.23504388926401,2019.0,1
Barrington De La Roche,4.3,5.28695652173913,4.709596255119953,2018.0,1
Barrie D. Buckner Jr.,6.1,5.925373134328359,5.985123492245835,2017.0,1
Barrett Doss,7.2,6.9876394466755904,6.933373006427042,2017.0,1
Barry Humphries,6.0,5.9,5.927307971892416,2013.0,1
Barney Lanning,6.8,6.899248946693533,6.651800260278595,2013.0,1
Barney Iley,6.3,6.059287054409006,6.18845510317903,2017.0,1
Barnaby Metschurat,7.1,6.86232917409388,7.007755155827897,2016.0,1
Barna Illyés,5.4,5.349398979087765,5.307548166739003,2011.0,1
Barkhad Abdirahman,7.8,7.761744452945677,7.788840531190715,2013.0,1
Baris Yalçin,5.0,5.796057347670251,4.9311258278145695,2012.0,1
Baris Kiralioglu,8.5,6.03641404805915,7.565744140073427,2019.0,1
Baris Bulut,3.7,5.386792452830189,3.964480296217932,2014.0,1
Baris Bagci,7.6,6.229152067274002,7.355154099943671,2011.0,1
Baris Aytac,6.8,6.026229508196722,6.357150566648677,2015.0,1
Barileng Malebye,5.2,5.702736948808921,5.298716683119447,2017.0,1
Barbie Rajput,5.2,5.4,5.386655112651646,2020.0,1
Barry Godin,6.7,6.429411764705883,6.3464788732394375,2018.0,1
Barry James,8.8,7.685900883595852,7.903187250996016,2011.0,1
Bailey Bucher,7.8,6.690909090909091,7.270354457572502,2016.0,1
Bartosz Bielenia,7.7,6.404859335038363,7.32034927866363,2019.0,1
Basilo Dias,5.7,5.875930144267275,5.771862689926843,2014.0,1
Basil Hoffman,7.9,7.941585535465925,7.881647702626047,2011.0,1
Basil Eidenbenz,4.9,5.567678958785249,5.0246069378587475,2019.0,1
Basil Abdul-Latif,7.4,7.079213002566297,7.2359538867984945,2013.0,1
Bashir Salahuddin,6.1,6.055614735907678,6.068575693298767,2018.0,1
Basher Savage,7.7,7.778644246872506,7.693991738640632,2013.0,1
Basel Daoud,6.3,6.266879659211927,6.127230388589725,2020.0,1
Basak Karahan,4.1,5.148207171314741,3.9899370440691517,2018.0,1
Bas Keijzer,4.8,5.419369369369369,4.99629225736096,2017.0,1
Bartunç Akbaba,7.2,5.934982332155477,6.790470926376299,2010.0,1
Bartosz Porczyk,6.6,6.295039322444042,6.438333033950063,2011.0,1
Bartosz Gelner,6.6,6.295039322444042,6.438333033950063,2011.0,1
Barthélemy Son,6.8,6.710197565356216,6.671548879025834,2015.0,1
Barry Jay Minoff,4.6,5.461421319796955,4.82849712565015,2018.0,1
Barthelemy Atsin,5.2,5.518818380743983,5.309649122807017,2017.0,1
Bart Fouche,6.3,6.257680914092256,6.2818835109755735,2019.0,1
Bart Butler,5.2,5.4683501683501685,5.1390200179265015,2014.0,1
Barry Watson,6.7,6.418409010911651,6.452362204724409,2019.0,1
Barry Te Hira,7.5,6.389726918075422,6.983843329253366,2014.0,1
Barry Sobel,6.1,6.08278088678433,5.990996398559424,2011.0,1
Barry Sabath,6.7,6.619589908533522,6.5706457925636,2011.0,1
Barry Rothbart,6.0,6.139927913496195,5.871699448139239,2020.0,1
Barry Otto,6.9,6.716889832856219,6.872662034400274,2010.0,1
Barry Nolan,6.0,5.991436889878404,5.894563740146779,2016.0,1
Barry Mulholland,5.3,5.519780721790772,5.321951219512195,2016.0,1
Barry John,7.2,6.272647427854455,6.953370601775732,2010.0,1
Barbie Liu,6.2,6.154781755762629,6.0159487287245215,2016.0,1
Barbarella Pardo,5.7,5.7778210116731525,5.700000000000001,2019.0,1
Barbara Windsor,6.4,6.293174177915053,6.396233075747467,2010.0,1
Balaji,2.5,5.260380479735319,3.4477718360071306,2010.0,1
Banita Sandhu,7.5,6.646231155778894,7.056842955187728,2018.0,1
Banerjee,7.4,6.154373522458629,6.390229396771453,2015.0,1
Balázs Szitás,6.2,6.210152740341419,6.168624497991968,2013.0,1
Balázs Farkas,7.5,7.294868332207968,7.332203389830509,2015.0,1
Balthazar Getty,7.4,7.229260775099792,7.280273215958968,2014.0,1
Balendar Singh,7.6,6.826386233269599,7.336660617059891,2015.0,1
Balbir,6.0,5.9373433583959905,5.939831528279181,2014.0,1
Balasingham Thamilchelvan,7.0,6.053274050121262,6.678065470686148,2018.0,1
Balakrishna,8.2,7.2863148204970845,7.446450304259635,2018.0,1
Balaji Sakthivel,8.5,6.865807668133249,7.525960107174756,2019.0,1
Balaji Janardhan,8.0,6.326118855465884,7.432098765432099,2012.0,1
Balaji Gauri,7.8,6.220000000000001,7.073040752351098,2015.0,1
Bala Saravanan,6.2,5.943505477308294,5.816422900125366,2015.0,1
Barbara West,6.8,7.060492526502929,6.687463801727488,2014.0,1
Bala Manian,4.6,5.586623164763459,4.86923076923077,2013.0,1
Bala Hasan,8.3,7.012446351931331,7.565835744491432,2016.0,1
Baku Numata,7.7,6.979562043795621,7.402863664660718,2015.0,1
Baki Kurtulus,8.1,6.1313856427378965,7.56783164223976,2015.0,1
Bakar Al Bakar,7.4,6.058460304731356,6.951112080244221,2015.0,1
Bajrangbali Singh,7.1,6.297860962566846,6.618096357226793,2017.0,1
Bailey Tarnopol,5.4,5.55420054200542,5.315804654470742,2010.0,1
Bailey Spry,6.8,7.160565431050173,6.68836898240227,2014.0,1
Bailey Rhyse Walters,6.9,6.917218543046358,6.769691125010333,2018.0,1
Bailey Coppola,6.2,6.060807368214775,6.162135554714124,2013.0,1
Bailey Clapham,7.3,6.414285714285715,7.108566642737497,2013.0,1
Bailey Chase,4.7,4.724683036430749,4.761774153694095,2015.0,1
Banjô Ginga,7.9,7.2485342019543975,7.3552492593069685,2018.0,1
Bank Janardhan,8.0,5.929059829059829,6.485759493670886,2015.0,1
Baowen Zhang,7.5,6.767063673843335,7.208360337005833,2010.0,1
Baptiste Goy,7.5,7.0679179044018365,7.393295393917838,2016.0,1
Barbara Troy,7.4,7.444369110948855,7.282989219417806,2010.0,1
Barbara Steele,5.7,5.681389039609332,5.700000000000001,2014.0,1
Barbara Philipp,7.8,6.270481927710844,7.394907407407407,2019.0,1
Barbara Peirson,6.5,6.201823226317876,6.3169755204758635,2019.0,1
Barbara Nedeljakova,4.3,5.176397515527951,4.940996168582376,2015.0,1
Barbara Marten,3.8,4.576494023904383,4.39375,2020.0,1
Barbara Marshall,5.7,5.351635111876075,5.602444151146306,2011.0,1
Barbara Marineau,6.6,6.468679855927337,6.588501047682322,2012.0,1
Barbara Mamabolo,6.9,6.364586357039187,6.57728285077951,2015.0,1
Barbara Lourens,6.5,5.917218543046358,6.397356941236849,2011.0,1
Barbara Kurzaj,7.7,6.404859335038363,7.32034927866363,2019.0,1
Barbara Janet Martinez,6.7,6.377158999192897,6.373470928769192,2019.0,1
Barbara Holzer,8.1,7.399494097807757,7.91205597828165,2011.0,1
Barbara Hastings,5.4,5.781799591002045,5.407642626480086,2015.0,1
Barbara Gouskos,5.9,5.9,5.870387918270655,2015.0,1
Barbara Gordon,5.3,5.423355263157895,5.2325034128583505,2019.0,1
Barbara Gateau,6.3,6.550439334455039,6.170794392523364,2017.0,1
Barbara Garrick,6.1,6.084085302777114,6.090805443177638,2014.0,1
Barbara Eve Harris,7.1,6.852980486500935,6.9405252081617705,2012.0,1
Barbara Drennan,7.5,7.601499398051877,7.370198443306921,2015.0,1
Barbara Coven,6.8,6.695287958115183,6.67164407644757,2011.0,1
Barbara Cabrita,7.2,6.058219178082192,6.983830523130134,2013.0,1
Barbara Bernt,7.6,6.940167949615116,7.290013999066729,2013.0,1
Barbara Beretta,7.5,7.0679179044018365,7.393295393917838,2016.0,1
Barbara Ayse,6.6,6.068892261001518,6.387835926449787,2014.0,1
Avin Manshadi,6.9,6.616794109317474,6.806228022192702,2016.0,1
Avi Phillips,6.5,6.40673091870045,6.540773887865227,2011.0,1
Arvind Goswami,7.2,6.292462987886944,6.937578726382085,2012.0,1
Ashok,6.8,6.7805705166566925,6.425987602923489,2017.0,1
Ashton DeGroot,6.0,5.862695924764891,5.625031289111389,2018.0,1
Ashrut Jain,7.8,7.280590486604702,7.3258345428156755,2016.0,1
Ashraf-Ul-Haque,7.6,6.85750452079566,7.368986097969285,2011.0,1
Ashraf Ul Haq,8.2,6.985714285714286,7.928301616826442,2012.0,1
Ashraf Tulba,6.7,6.078399378399379,6.500757122932855,2017.0,1
Ashoka,7.3,6.38236092265943,6.556554092730395,2016.0,1
Ashok Varma,7.0,6.458394879369768,6.8224043715847,2010.0,1
Ashok Selvan,8.3,6.531468531468532,7.570910920986411,2013.0,1
Ashok Samarth,5.7,5.774216027874564,5.526191723415401,2012.0,1
Ashok Mandanna,6.4,6.262239214575663,6.381381493204246,2016.0,1
Ashok Choudhary,5.3,5.498609731876862,5.257850283466389,2016.0,1
Ashok Awasthi,5.5,5.678491744756806,5.338557933294775,2012.0,1
Ashlynn Yennie,3.8,3.996296296296296,3.907030193780982,2011.0,1
Ashton Leigh,5.3,5.575932441942294,5.268898994074686,2015.0,1
Ashlyn Alessi,5.3,5.657069408740361,5.311557340473003,2019.0,1
Ashley Zukerman,5.5,5.746484375,5.558754406580493,2018.0,1
Ashley Wolfe,5.1,5.537717908082409,5.077304964539008,2010.0,1
Ashley White,7.3,7.2037419861311,7.139209726443769,2016.0,1
Ashley Walters,7.4,6.328686327077748,7.167230935192101,2016.0,1
Ashley Tramonte,4.5,5.28055152394775,4.784729209825392,2015.0,1
Ashley Tisdale,3.5,3.621901696174322,3.570007955449483,2013.0,1
Ashley St. George,4.3,5.104887218045113,4.517763260227095,2018.0,1
Ashley Spillers,6.7,6.47201166180758,6.287516600265604,2015.0,1
Ashley Sommers,6.8,6.899248946693533,6.651800260278595,2013.0,1
Ashley Scott,4.3,4.825796910943148,4.497712187544132,2019.0,1
Ashley Rivers,4.2,4.571747211895911,4.419330311449043,2014.0,1
Ashton Essex Bright,5.7,5.783333333333333,5.626385224274406,2017.0,1
Ashton Miramontes,6.7,6.857734092084842,6.448619139370584,2013.0,1
Ashley McKoy,6.9,6.964734547319825,6.68658060360445,2019.0,1
Asil Buyukozcelik,7.9,6.130682800345722,7.398700554175425,2013.0,1
Astor,7.1,7.149107422486689,6.985085927999449,2016.0,1
Assad Ahmed,3.2,4.956310679611651,4.029899856938483,2019.0,1
Assa Sylla,6.9,6.47984496124031,6.6811417107422955,2014.0,1
Asriah Nijres,8.3,7.921443064686308,8.166647544592232,2010.0,1
Asmara Feik,6.0,5.9,5.989319313779745,2019.0,1
Asmara Abigail,6.6,6.161678146524734,6.219074696303954,2017.0,1
Asli Tandogan,7.5,5.986256781193491,6.874920297555791,2013.0,1
Asli Bankoglu,5.6,5.835208711433756,5.478247261345853,2011.0,1
Aslenis Márquez,7.5,6.633128834355828,7.192465402357765,2018.0,1
Asko Sahlman,6.9,6.005555555555556,6.663220205209155,2010.0,1
Asim Wali,6.1,6.117101051668953,5.927901946647441,2013.0,1
Asim Ertürk,6.5,5.917218543046358,6.397356941236849,2011.0,1
Asif Silavat,7.2,6.228408327736736,6.813525680376509,2013.0,1
Ashton Moio,7.1,7.336593820010991,6.9768213101308705,2010.0,1
Asif Ali Beg,6.8,5.9426435877262005,6.422761297477128,2015.0,1
Asif Ali Baig,7.1,6.797149054849706,6.646988454583391,2017.0,1
